"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name"
"Plagiolepis","pygmaea","max",48,"ct",41.3,41.3,2.09,50,20,20,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Plagiolepis_pygmaea","Cerda_et_al_1998",NA,NA,"Plagiolepis pygmaea"
"Plagiotremus","azaleus","max",35.3,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Plagiotremus azaleus"
"Plagiotremus","azaleus","min",13.4,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2002",24.36999893,2.13000107,"Plagiotremus azaleus"
"Planostibes","sp.1","min",-6.9,"lt",-32.4,32.4,NA,1550,6,0.1,NA,1,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Terrestrial","ectotherm","Planostibes_sp.1","Sinclair_&_Chown_2005",NA,NA,"Planostibes sp.1"
"Platichthys","flesus","max",28.9,"lt",55,55,-130,0,NA,NA,NA,48,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Marine","ectotherm","Platichthys_flesus","Waede_1954_in_Brett_1970",NA,NA,"Platichthys flesus"
"Platymantis","banahao","max",33.8,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_banahao","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis banahao"
"Platymantis","corrugatus","max",33.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_corrugatus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis corrugatus"
"Platymantis","dorsalis","max",32.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_dorsalis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis dorsalis"
"Platymantis","luzonensis","max",34.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_luzonensis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis luzonensis"
"Platysaurus","intermedius","max",44.8,"ct",-24.58,24.58,31.18,559,25,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",31.0124588,-6.0124588,"Platysaurus intermedius"
"Platysaurus","intermedius","min",8.8,"ct",-24.58,24.58,31.18,559,29,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",6.84480238,22.15519762,"Platysaurus intermedius"
"Plestiodon","chinensis","max",42.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",31.90628052,-3.90628052,"Plestiodon chinensis"
"Plestiodon","chinensis","min",6.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",-0.171070173,28.17107017,"Plestiodon chinensis"
"Plestiodon","elegans","max",41.9,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",31.90628052,-3.90628052,"Plestiodon elegans"
"Plestiodon","elegans","min",9.3,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",-0.171070173,28.17107017,"Plestiodon elegans"
"Plestiodon","gilberti","max",42.3,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",31.3946476,-11.3946476,"Plestiodon gilberti"
"Plestiodon","gilberti","min",7.7,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",1.814847946,18.18515205,"Plestiodon gilberti"
"Plestiodon","obsoletus","max",41.5,"lt",29.97,29.97,-101.16,464,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_obsoletus","Dawson_1960",35.8409729,NA,"Plestiodon obsoletus"
"Plestiodon","skiltonianus","max",41.3,"ct",45.67,45.67,-118.79,328,13.5,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_skiltonianus","Brattstrom_1965",30.24074936,-16.74074936,"Plestiodon skiltonianus"
"Plethodon","glutinosus","max",34.3,"ct",40.78,40.78,-75.28,1100,25,25,1,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Plethodon_glutinosus","Elwood_2003",29.23267746,-4.23267746,"Plethodon glutinosus"
"pleuronectus","platessa","max",26.4,"lt",55,55,-130,0,NA,NA,NA,48,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Marine","ectotherm","pleuronectus_platessa","Waede_1954_in_Brett_1970",NA,NA,"pleuronectus platessa"
"Podacarus","auberti","max",39.5,"lt",-46.9,46.9,37.9,20,15,NA,NA,1,"Arthropoda","Arachnida","Oribatida","Ameronothridae","Terrestrial","ectotherm","Podacarus_auberti","Deere_et_al_2006",NA,NA,"Podacarus auberti"
"Podacarus","auberti","min",-5.1,"lt",-46.9,46.9,37.9,35,0,NA,NA,1,"Arthropoda","Arachnida","Oribatida","Ameronothridae","Terrestrial","ectotherm","Podacarus_auberti","Deere_et_al_2006",NA,NA,"Podacarus auberti"
"Podarcis","bocagei","max",45.4,"ct",40.87,40.87,-4.48,1015,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_bocagei","Bauwens_et_al_1995",30.46661186,4.53338814,"Podarcis bocagei"
"Podarcis","hispanica","max",44.45,"ct",39.9,39.9,0.68,28,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_hispanica","Castilla_&_Bauwens_1991",NA,NA,"Podarcis hispanica"
"Podarcis","lilfordi","max",43.3,"ct",39.52,39.52,3.29,57,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_lilfordi","Bauwens_et_al_1995",30.57573318,4.42426682,"Podarcis lilfordi"
"Podarcis","muralis","max",44.2,"ct",40.41,40.41,-5.06,1603,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_muralis","Bauwens_et_al_1995",32.61578369,2.38421631,"Podarcis muralis"
"Podarcis","muralis","min",5.9,"ct",51.8,51.8,-5.06,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_muralis","Huey_unpubl_data_in_Huey_et_al_2012",4.80556345,NA,"Podarcis muralis"
"Podarcis","tiliguerta","max",42.7,"ct",42.53,42.53,8.72,70,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_tiliguerta","Vandamme_et_al_1989",27.81363678,NA,"Podarcis tiliguerta"
"Poecilia","sphenops","max",43,"ct",17.03,17.03,-96.5,1670,32,32,1,NA,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Freshwater","ectotherm","Poecilia_sphenops","Hernandez_&_Buckle_2002",30.86187744,1.13812256,"Poecilia sphenops"
"Poecilia","sphenops","min",7.5,"ct",17.03,17.03,-96.5,1670,20,20,1,NA,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Freshwater","ectotherm","Poecilia_sphenops","Hernandez_&_Buckle_2002",10.74297428,9.25702572,"Poecilia sphenops"
"Poeciliopsis","monacha","min",6.8,"ct",26,26,NA,100,25,25,0.0035,NA,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Freshwater","ectotherm","Poeciliopsis_monacha","Bulger_&_Schultz_1982",NA,NA,"Poeciliopsis monacha"
"Poeciliopsis","occidentalis","max",38.4,"ct",33,33,-111,1000,25,25,0.3,NA,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Freshwater","ectotherm","Poeciliopsis_occidentalis","Carveth_et_al_2006",37.72694778,-12.72694778,"Poeciliopsis occidentalis"
"Poeciliopsis","occidentalis","min",4.8,"ct",25,25,-111,150,25,25,0.0035,NA,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Freshwater","ectotherm","Poeciliopsis_occidentalis","Bulger_&_Schultz_1982",9.66695118,15.33304882,"Poeciliopsis occidentalis"
"Pogonichthys","macrolepidotus","max",29,"ct",38.3,38.3,-121.6,0,17,17,0.1,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Pogonichthys_macrolepidotus","Young_&_Cech_1996",31.3946476,-14.3946476,"Pogonichthys macrolepidotus"
"Pogonichthys","macrolepidotus","min",7.3,"ct",38.3,38.3,-121.6,0,17,17,0.08,NA,"Chordata","Actinopteri","Cypriniformes","Cyprinidae","Freshwater","ectotherm","Pogonichthys_macrolepidotus","Young_&_Cech_1996",1.814847946,15.18515205,"Pogonichthys macrolepidotus"
"Pogonomyrmex","barbatus","max",46.5,"ct",29.64,29.64,-81.64,6,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_barbatus","Diamond_et_al_2012",33.57506561,-8.57506561,"Pogonomyrmex barbatus"
"Pogonomyrmex","californicus","max",51.78,"ct",36.17,36.17,-115.14,620,40,45,0.175,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_californicus","Lighton_&_Turner_2004",37.43787384,2.56212616,"Pogonomyrmex californicus"
"Pogonomyrmex","desertorum","max",53.3,"ct",-23.08,23.08,15.37,10,NA,NA,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_desertorum","Marsh_1985",28.94936752,NA,"Pogonomyrmex desertorum"
"Pogonomyrmex","rugosus","max",51.59,"ct",36.17,36.17,-115.14,620,40,45,0.175,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_rugosus","Lighton_&_Turner_2004",37.43787384,2.56212616,"Pogonomyrmex rugosus"
"Polyrhachis","bihamata","max",45,"ct",4.05,4.05,114.81,0,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Polyrhachis_bihamata","Diamond_et_al_2012",31.30045509,-6.30045509,"Polyrhachis bihamata"
"Polyrhachis","furcata","max",44,"ct",4.05,4.05,114.81,0,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Polyrhachis_furcata","Diamond_et_al_2012",31.30045509,-6.30045509,"Polyrhachis furcata"
"Polyrhachis","sp.1","max",43,"ct",4.05,4.05,114.81,0,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Polyrhachis_sp.1","Diamond_et_al_2012",31.30045509,-6.30045509,"Polyrhachis sp.1"
"Ponera","pennsylvanica","max",37.04,"ct",35.77,35.77,-78.68,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Ponera_pennsylvanica","Diamond_et_al_2012",32.93321609,-7.93321609,"Ponera pennsylvanica"
"Potamopyrgus","antipodarum","max",32.4,"lt",-38.1,38.1,175.49,NA,NA,NA,NA,24,"Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","Freshwater","ectotherm","Potamopyrgus_antipodarum","Quinn_et_al_1994",23.47511101,NA,"Potamopyrgus antipodarum"
"Prenolepis","imparis","max",39.6,"ct",36.04,36.04,-79.07,180,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Prenolepis_imparis","Diamond_et_al_2012",32.19478226,-7.19478226,"Prenolepis imparis"
"Prinerigone","vagans","max",35.9,"ct",-46.9,46.9,37.74,88,15,15,0.25,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Prinerigone_vagans","Jumbam_et_al_2008a",NA,NA,"Prinerigone vagans"
"Prinerigone","vagans","min",-8.1,"ct",-46.9,46.9,37.74,88,15,15,0.25,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Prinerigone_vagans","Jumbam_et_al_2008a",NA,NA,"Prinerigone vagans"
"Pristomyrmex","sp.1","max",41.73,"ct",26.76,26.76,128.22,3,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pristomyrmex_sp.1","Diamond_et_al_2012",NA,NA,"Pristomyrmex sp.1"
"Procambarus","clarki","max",36,"ct",36.44,36.44,-115.36,0,22,22,0.2,NA,"Arthropoda","Malacostraca","Decapoda","Cambaridae","Freshwater","ectotherm","Procambarus_clarki","Payette_&_McGaw_2003",37.43787384,-15.43787384,"Procambarus clarki"
"Procambarus","clarki","min",8.4,"ct",36.44,36.44,-115.36,0,22,22,0.2,NA,"Arthropoda","Malacostraca","Decapoda","Cambaridae","Freshwater","ectotherm","Procambarus_clarki","Payette_&_McGaw_2003",-0.909776509,22.90977651,"Procambarus clarki"
"Proceratium","silaceum","max",40,"ct",35.78,35.78,-78.8,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Proceratium_silaceum","Diamond_et_al_2012",32.93321609,-7.93321609,"Proceratium silaceum"
"Prochilodus","scrofa","max",35.7,"ct",-22,22,-43.5,0,20,20,0.1,NA,"Chordata","Actinopteri","Characiformes","Prochilodontidae","Freshwater","ectotherm","Prochilodus_scrofa","Barrionuevo_&_Fernandes_1995",30.00487709,-10.00487709,"Prochilodus lineatus"
"Prochilodus","scrofa","min",8.23,"ct",-22,22,-43.5,0,20,20,0.1,NA,"Chordata","Actinopteri","Characiformes","Prochilodontidae","Freshwater","ectotherm","Prochilodus_scrofa","Barrionuevo_&_Fernandes_1995",12.31736565,7.68263435,"Prochilodus lineatus"
"Proformica","ferreri","max",50.4,"ct",37.2,37.2,-3.6,900,20,20,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Proformica_ferreri","Fernandez-Escudero_&_Tinaut_1998",32.8839035,-12.8839035,"Proformica ferreri"
"Proformica","longiseta","max",51.1,"ct",37.2,37.2,-3.6,2400,20,20,1,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Proformica_longiseta","Fernandez-Escudero_&_Tinaut_1999",32.8839035,-12.8839035,"Proformica longiseta"
"Protobothrops","mucrosquamatus","max",38.2,"ct",23.83,23.83,121.03,700,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Protobothrops_mucrosquamatus","Huang_et_al_2007",31.81743622,-11.81743622,"Protobothrops mucrosquamatus"
"Protobothrops","mucrosquamatus","min",5.3,"ct",23.83,23.83,121.03,700,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Protobothrops_mucrosquamatus","Huang_et_al_2007",9.681798935,10.31820107,"Protobothrops mucrosquamatus"
"Protomognathus","americanus","max",44,"ct",42.51,42.51,-72.21,232,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Protomognathus_americanus","Diamond_et_al_2012",27.61415291,-2.61415291,"Protomognathus americanus"
"Protothaca","thaca","max",28.1,"lt",-36.5,36.5,-73.9,0,13,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Veneridae","Marine","ectotherm","Protothaca_thaca","Urban_1994",18.27000046,-5.27000046,"Protothaca thaca"
"Psammodromus","algirus","max",43.5,"ct",40.55,40.55,-3.78,650,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_algirus","Bauwens_et_al_1995",30.32651901,4.67348099,"Psammodromus algirus"
"Psammodromus","algirus","min",7,"ct",40.6,40.6,-3.78,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_algirus","Huey_unpubl_data_in_Huey_et_al_2012",-0.42670399,NA,"Psammodromus algirus"
"Psammodromus","hispanicus","max",45.5,"ct",42.33,42.33,-1.63,315,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_hispanicus","Bauwens_et_al_1995",29.52543831,5.47456169,"Psammodromus hispanicus"
"Psammodromus","hispanicus","min",8.8,"ct",40.4,40.4,-1.63,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_hispanicus","Huey_unpubl_data_in_Huey_et_al_2012",-0.648698628,NA,"Psammodromus hispanicus"
"Pseudacris","cadaverina","max",36.8,"ct",34,34,-116.7,609.6,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_cadaverina","Brattstrom_1968",38.66157913,-8.66157913,"Pseudacris cadaverina"
"Pseudacris","cadaverina","min",-1.4,"lt",34,34,-116.7,609.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_cadaverina","Brattstrom_1968",1.465982318,21.53401768,"Pseudacris cadaverina"
"Pseudacris","regilla","max",36.6,"ct",34,34,-117.7,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_regilla","Brattstrom_1968",34.57215118,-4.57215118,"Pseudacris regilla"
"Pseudacris","regilla","min",-1,"lt",34,34,-117.7,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_regilla","Brattstrom_1968",1.797234893,21.20276511,"Pseudacris regilla"
"Pseudacris","triseriata","max",38.1,"ct",40.6,40.6,-105.83,3040,20,20,0.5,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_triseriata","Miller_&_Packard_1977",25.71034813,-5.71034813,"Pseudacris triseriata"
"Pseudechinus","huttoni","max",26.8,"ct",-45.4,45.4,167.1,0,26,18.7,0.017,NA,"Echinodermata","Echinoidea","Temnopleuroida","Temnopleuridae","Marine","ectotherm","Pseudechinus_huttoni","Morley_et_al_2016",18.27999878,7.72000122,"Pseudechinus huttoni"
"Pseudechis","porphyriacus","min",3,"ct",-33.63,33.63,NA,1065,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudechis_porphyriacus","Lillywhite_1980",NA,NA,"Pseudechis porphyriacus"
"Pseudemoia","entrecasteauxii","max",42.1,"ct",-36.4,36.4,148.41,1752,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pseudemoia_entrecasteauxii","Spellerberg_1972a",26.67256927,NA,"Pseudemoia entrecasteauxii"
"Pseudemoia","entrecasteauxii","min",2.5,"ct",-36.4,36.4,148.41,1752,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pseudemoia_entrecasteauxii","Spellerberg_1972a",-0.844748616,NA,"Pseudemoia entrecasteauxii"
"Pseudemoia","spenceri","max",42.3,"ct",-37.8,37.8,146.3,1279,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pseudemoia_spenceri","Spellerberg_1972a",25.08243942,NA,"Pseudemoia spenceri"
"Pseudemoia","spenceri","min",2.3,"ct",-37.8,37.8,146.3,1279,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pseudemoia_spenceri","Spellerberg_1972a",4.038890839,NA,"Pseudemoia spenceri"
"Pseudocordylus","melanotus","min",10.2,"ct",-26.47,26.47,28.23,1500,21,21,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Pseudocordylus_melanotus","McConnachie_et_al_2007",-0.048925858,21.04892586,"Pseudocordylus melanotus"
"Pseudonaja","nuchalis","min",7,"ct",-23.7,23.7,NA,585,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudonaja_nuchalis","Lillywhite_1980",NA,NA,"Pseudonaja nuchalis"
"Pseudonaja","textilis","max",42.4,"ct",-30.22,30.22,145.79,107,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudonaja_textilis","Spellerberg_1972a",35.62450027,NA,"Pseudonaja textilis"
"Pseudonaja","textilis","min",3.5,"ct",-30.22,30.22,145.79,107,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudonaja_textilis","Spellerberg_1972a",4.327436447,NA,"Pseudonaja textilis"
"Pseudophryne","bibroni","max",36.2,"ct",-37,37,145.9,304.8,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Pseudophryne_bibroni","Brattstrom_1970",26.64053726,-1.64053726,"Pseudophryne bibroni"
"Pseudophryne","corroboree","max",35.2,"ct",-36.39,36.39,148.43,1828.8,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Pseudophryne_corroboree","Brattstrom_1970",26.67256927,-1.67256927,"Pseudophryne corroboree"
"Pseudophryne","dendyi","max",34.8,"ct",-30.51,30.51,151.66,1371.6,5,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Pseudophryne_dendyi","Brattstrom_1970",29.56103897,-24.56103897,"Pseudophryne dendyi"
"Pseudopleuronectes","americanus","max",29.1,"lt",40,40,-74,0,NA,NA,NA,72,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Marine","ectotherm","Pseudopleuronectes_americanus","Hoff&Westman1966_in_Brett_1970",26.31999969,NA,"Pseudopleuronectes americanus"
"Pseudopleuronectes","americanus","min",1,"lt",40,40,-74,0,7,NA,NA,72,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Marine","ectotherm","Pseudopleuronectes_americanus","Hoff&Westman1966_in_Brett_1970",2.629999876,4.370000124,"Pseudopleuronectes americanus"
"Pseudotriton","ruber","max",35.3,"ct",37.4,37.4,-80.5,1158,21.5,NA,NA,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Pseudotriton_ruber","Zweifel_1957",30.00385284,-8.50385284,"Pseudotriton ruber"
"Psorodes","sp.1","min",-6.5,"lt",-32.3,32.3,NA,1926,6,0.1,NA,1,"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Terrestrial","ectotherm","Psorodes_sp.1","Sinclair_&_Chown_2005",NA,NA,"Psorodes sp.1"
"Ptenopus","garrulus","max",43.4,"ct",-25.75,25.75,20.73,1219,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Gekkonidae","Terrestrial","ectotherm","Ptenopus_garrulus","Stebbins_1961",36.92285538,NA,"Ptenopus garrulus"
"Pternohyla","fodiens","max",39.5,"ct",28,28,-109.7,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pternohyla_fodiens","Brattstrom_1968",37.63825226,-7.63825226,"Smilisca fodiens"
"Pternohyla","fodiens","min",6.5,"lt",28,28,-109.7,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pternohyla_fodiens","Brattstrom_1968",7.683276176,15.31672382,"Smilisca fodiens"
"Pterostichini","sp.1","min",-4.4,"lt",-29.6,29.6,NA,3200,6,0.1,NA,1,"Arthropoda","Insecta","Coleoptera","Carabidae","Terrestrial","ectotherm","Pterostichini_sp.1","Sinclair_&_Chown_2005",NA,NA,"Pterostichini sp.1"
"Pyramica","rostrata","max",39.5,"ct",35.47,35.47,-78.91,45,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pyramica_rostrata","Diamond_et_al_2012",32.93321609,-7.93321609,"Pyramica rostrata"
"Rana","boyleri","max",34,"ct",39.72,39.72,-122.81,914.4,30,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_boyleri","Brattstrom_1968",33.19672775,-3.19672775,"Rana boyleri"
"Rana","cascadae","max",33.6,"ct",40,40,-120.8,2133.6,30,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_cascadae","Brattstrom_1968",31.50704384,-1.50704384,"Rana cascadae"
"Rana","cascadae","min",-1,"lt",40,40,-120.8,2133.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_cascadae","Brattstrom_1968",-3.294914722,26.29491472,"Rana cascadae"
"Rana","catesbeiana","max",33.6,"ct",40.74,40.74,-73.95,304.8,23,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_catesbeiana","Brattstrom_1968",28.14769554,-5.14769554,"Lithobates catesbeianus"
"Rana","clamitans","max",35,"ct",40.74,40.74,-73.95,304.8,23,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_clamitans","Brattstrom_1968",28.14769554,-5.14769554,"Lithobates clamitans"
"Rana","palmipes","max",36.9,"ct",9.75,9.75,-83.75,579.12,36,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_palmipes","Brattstrom_1968",30.38962555,5.61037445,"Lithobates palmipes"
"Rana","palmipes","min",-1,"lt",9.75,9.75,-83.75,579.12,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_palmipes","Brattstrom_1968",18.74819756,4.25180244,"Lithobates palmipes"
"Rana","palustris","max",31.3,"ct",40.74,40.74,-73.95,304.8,23,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_palustris","Brattstrom_1968",28.14769554,-5.14769554,"Lithobates palustris"
"Rana","pipiens","max",35.2,"ct",16.7,16.7,-92.8,2255.5,26,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pipiens","Brattstrom_1968",30.58256149,-4.58256149,"Lithobates pipiens"
"Rana","pipiens","min",-1.6,"lt",16.7,16.7,-92.8,2255.5,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_pipiens","Brattstrom_1968",11.82250404,11.17749596,"Lithobates pipiens"
