Genus,Species,type,thermal_limit,metric,collection_latitude,absolute_latitude,collection_longitude,elevation,acclimation_temperature,start_temp,ramping_rate,exposure_duration,Phylum,Class,Order,Family,realm,thermy,genus_species,reference,extreme_enviro_temp,acclimation_offset
Pogonomyrmex,californicus,max,51.78,ct,36.17,36.17,-115.14,620,40,45,0.175,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pogonomyrmex_californicus,Lighton_&_Turner_2004,37.43787384,2.56212616
Pogonomyrmex,desertorum,max,53.3,ct,-23.08,23.08,15.37,10,NA,NA,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pogonomyrmex_desertorum,Marsh_1985,28.94936752,NA
Pogonomyrmex,rugosus,max,51.59,ct,36.17,36.17,-115.14,620,40,45,0.175,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pogonomyrmex_rugosus,Lighton_&_Turner_2004,37.43787384,2.56212616
Polyrhachis,bihamata,max,45,ct,4.05,4.05,114.81,0,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Polyrhachis_bihamata,Diamond_et_al_2012,31.30045509,-6.30045509
Polyrhachis,furcata,max,44,ct,4.05,4.05,114.81,0,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Polyrhachis_furcata,Diamond_et_al_2012,31.30045509,-6.30045509
Polyrhachis,sp.1,max,43,ct,4.05,4.05,114.81,0,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Polyrhachis_sp.1,Diamond_et_al_2012,31.30045509,-6.30045509
Polysiphonia,sp.1,min,-3.7,LT50,-45.95,45.95,NA,0,NA,NA,NA,10,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Intertidal,plant,Polysiphonia_sp.1,Frazer_et_al_1988,NA,NA
Polytrichum,formosum,min,-29.5,LT50,51,51,NA,50,NA,NA,NA,2,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Terrestrial,plant,Polytrichum_formosum,Rutten_&_Santarius_1992,NA,NA
Pomaderris,apetala,min,-5.9,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Terrestrial,plant,Pomaderris_apetala,Bannister_&_Lord_2010,NA,NA
Ponera,pennsylvanica,max,37.04,ct,35.77,35.77,-78.68,146,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Ponera_pennsylvanica,Diamond_et_al_2012,32.93321609,-7.93321609
Porphyrio,hochstetteri,max,31,TNZ,-40.54,40.54,174.53,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Porphyrio_hochstetteri,McNab_&_Ellis_2006,20.9448185,NA
Porphyrio,hochstetteri,min,9,TNZ,-40.54,40.54,174.53,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Porphyrio_hochstetteri,McNab_&_Ellis_2006,5.553198814,NA
Porphyrio,porphyrio,min,14,TNZ,-40.54,40.54,NA,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Porphyrio_porphyrio,McNab_&_Ellis_2006,NA,NA
Porzana,cinerea,max,37,TNZ,-31.15,31.15,146.55,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Porzana_cinerea,McNab_&_Ellis_2006,34.79827499,NA
Porzana,cinerea,min,28,TNZ,-31.15,31.15,146.55,NA,NA,NA,NA,NA,Chordata,Aves,Gruiformes,Rallidae,Terrestrial,endotherm,Porzana_cinerea,McNab_&_Ellis_2006,3.909632921,NA
Potamopyrgus,antipodarum,max,32.4,LT50,-38.1,38.1,175.49,NA,NA,NA,NA,24,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Freshwater,ectotherm,Potamopyrgus_antipodarum,Quinn_et_al_1994,23.47511101,NA
Potorous,tridactylus,max,32,TNZ,-33.43,33.43,151.34,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Potoroidae,Terrestrial,endotherm,Potorous_tridactylus,Hudson_&_Dawson_1975,25.52132607,NA
Potorous,tridactylus,min,24,TNZ,-33.43,33.43,151.34,NA,NA,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Potoroidae,Terrestrial,endotherm,Potorous_tridactylus,Hudson_&_Dawson_1975,6.599608898,NA
Potos,flavus,max,30,TNZ,6.58,6.58,-74.17,NA,25,NA,NA,NA,Chordata,Mammalia,Carnivora,Procyonidae,Terrestrial,endotherm,Potos_flavus,Muller_&_Kulzer_1978,27.02186584,-2.02186584
Potos,flavus,min,23,TNZ,6.58,6.58,-74.17,NA,25,NA,NA,NA,Chordata,Mammalia,Carnivora,Procyonidae,Terrestrial,endotherm,Potos_flavus,Muller_&_Kulzer_1978,15.66799259,9.33200741
Pouteria,costata,min,-4.9,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Ericales,Sapotaceae,Terrestrial,plant,Pouteria_costata,Bannister_&_Lord_2010,NA,NA
Prenolepis,imparis,max,39.6,ct,36.04,36.04,-79.07,180,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Prenolepis_imparis,Diamond_et_al_2012,32.19478226,-7.19478226
Prinerigone,vagans,max,35.9,ct,-46.9,46.9,37.74,88,15,15,0.25,NA,Arthropoda,Arachnida,Araneae,Linyphiidae,Terrestrial,ectotherm,Prinerigone_vagans,Jumbam_et_al_2008a,NA,NA
Prinerigone,vagans,min,-8.1,ct,-46.9,46.9,37.74,88,15,15,0.25,NA,Arthropoda,Arachnida,Araneae,Linyphiidae,Terrestrial,ectotherm,Prinerigone_vagans,Jumbam_et_al_2008a,NA,NA
Priodontes,maximus,min,27,TNZ,4.51,4.51,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Cingulata,Dasypodidae,Terrestrial,endotherm,Priodontes_maximus,McNab_1980,NA,NA
Pristomyrmex,sp.1,max,41.73,ct,26.76,26.76,128.22,3,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pristomyrmex_sp.1,Diamond_et_al_2012,NA,NA
Procambarus,clarki,max,36,ct,36.44,36.44,-115.36,0,22,22,0.2,NA,Arthropoda,Malacostraca,Decapoda,Cambaridae,Freshwater,ectotherm,Procambarus_clarki,Payette_&_McGaw_2003,37.43787384,-15.43787384
Procambarus,clarki,min,8.4,ct,36.44,36.44,-115.36,0,22,22,0.2,NA,Arthropoda,Malacostraca,Decapoda,Cambaridae,Freshwater,ectotherm,Procambarus_clarki,Payette_&_McGaw_2003,-0.909776509,22.90977651
Procavia,capensis,max,35,TNZ,0.22,0.22,37.54,NA,NA,NA,NA,NA,Chordata,Mammalia,Hyracoidea,procaviidae,Terrestrial,endotherm,Procavia_capensis,Rubsamen_et_al_1979,28.23204231,NA
Procavia,capensis,min,27,TNZ,0.22,0.22,37.54,NA,NA,NA,NA,NA,Chordata,Mammalia,Hyracoidea,procaviidae,Terrestrial,endotherm,Procavia_capensis,Rubsamen_et_al_1979,14.08968544,NA
Proceratium,silaceum,max,40,ct,35.78,35.78,-78.8,146,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Proceratium_silaceum,Diamond_et_al_2012,32.93321609,-7.93321609
Prochilodus,scrofa,max,35.7,ct,-22,22,-43.5,0,20,20,0.1,NA,Chordata,Actinopteri,Characiformes,Prochilodontidae,Freshwater,ectotherm,Prochilodus_scrofa,Barrionuevo_&_Fernandes_1995,30.00487709,-10.00487709
Prochilodus,scrofa,min,8.23,ct,-22,22,-43.5,0,20,20,0.1,NA,Chordata,Actinopteri,Characiformes,Prochilodontidae,Freshwater,ectotherm,Prochilodus_scrofa,Barrionuevo_&_Fernandes_1995,12.31736565,7.68263435
Procyon,cancrivorus,min,27,TNZ,9.1,9.1,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Carnivora,Procyonidae,Terrestrial,endotherm,Procyon_cancrivorus,Scholander_et_al_1950,NA,NA
Proechimys,semispinosus,min,24.5,TNZ,9.1,9.1,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Echimyidae,Terrestrial,endotherm,Proechimys_semispinosus,Scholander_et_al_1950,NA,NA
Proformica,ferreri,max,50.4,ct,37.2,37.2,-3.6,900,20,20,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Proformica_ferreri,Fernandez-Escudero_&_Tinaut_1998,32.8839035,-12.8839035
Proformica,longiseta,max,51.1,ct,37.2,37.2,-3.6,2400,20,20,1,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Proformica_longiseta,Fernandez-Escudero_&_Tinaut_1999,32.8839035,-12.8839035
Prosanthera,nivea,min,-4.6,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Terrestrial,plant,Prosanthera_nivea,Bannister_&_Lord_2010,NA,NA
Protea,cynaroides,min,-5.2,LT50,-33.9,33.9,NA,900,NA,NA,NA,8,Streptophyta,Spermatophyta,Proteales,Proteaceae,Terrestrial,plant,Protea_cynaroides,Bannister_&_Lord_2010,NA,NA
Protea,neriifolia,min,-4.8,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Proteales,Proteaceae,Terrestrial,plant,Protea_neriifolia,Bannister_&_Lord_2010,NA,NA
Protea,repens,min,-4.9,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Proteales,Proteaceae,Terrestrial,plant,Protea_repens,Bannister_&_Lord_2010,NA,NA
Protobothrops,mucrosquamatus,max,38.2,ct,23.83,23.83,121.03,700,20,20,0.25,NA,Chordata,Lepidosauria,Squamata,Viperidae,Terrestrial,ectotherm,Protobothrops_mucrosquamatus,Huang_et_al_2007,31.81743622,-11.81743622
Protobothrops,mucrosquamatus,min,5.3,ct,23.83,23.83,121.03,700,20,20,0.25,NA,Chordata,Lepidosauria,Squamata,Viperidae,Terrestrial,ectotherm,Protobothrops_mucrosquamatus,Huang_et_al_2007,9.681798935,10.31820107
Protomognathus,americanus,max,44,ct,42.51,42.51,-72.21,232,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Protomognathus_americanus,Diamond_et_al_2012,27.61415291,-2.61415291
Protothaca,thaca,max,28.1,LT50,-36.5,36.5,-73.9,0,13,NA,NA,24,Mollusca,Bivalvia,Veneroida,Veneridae,Marine,ectotherm,Protothaca_thaca,Urban_1994,18.27000046,-5.27000046
Prumnopitys,andina,min,-14.3,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Prumnopitys_andina,Bannister_&_Lord_2010,NA,NA
Prumnopitys,taxifolia,min,-11.1,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Prumnopitys_taxifolia,Bannister_&_Lord_2010,NA,NA
Prunus,ilicifolia,max,60.8,ct,33.5,33.5,-117.1,375,NA,NA,NA,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,Terrestrial,plant,Prunus_ilicifolia,Knight_&_Ackerly_2002,30.17784309,NA
Psammodromus,algirus,max,43.5,ct,40.55,40.55,-3.78,650,35,32.5,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Psammodromus_algirus,Bauwens_et_al_1995,30.32651901,4.67348099
Psammodromus,algirus,min,7,ct,40.6,40.6,-3.78,NA,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Psammodromus_algirus,Huey_unpubl_data_in_Huey_et_al_2012,-0.42670399,NA
Psammodromus,hispanicus,max,45.5,ct,42.33,42.33,-1.63,315,35,32.5,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Psammodromus_hispanicus,Bauwens_et_al_1995,29.52543831,5.47456169
Psammodromus,hispanicus,min,8.8,ct,40.4,40.4,-1.63,NA,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Psammodromus_hispanicus,Huey_unpubl_data_in_Huey_et_al_2012,-0.648698628,NA
Pseudacris,cadaverina,max,36.8,ct,34,34,-116.7,609.6,30,23,1,NA,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pseudacris_cadaverina,Brattstrom_1968,38.66157913,-8.66157913
Pseudacris,cadaverina,min,-1.4,LT50,34,34,-116.7,609.6,23,NA,NA,24,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pseudacris_cadaverina,Brattstrom_1968,1.465982318,21.53401768
Pseudacris,regilla,max,36.6,ct,34,34,-117.7,304.8,30,23,1,NA,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pseudacris_regilla,Brattstrom_1968,34.57215118,-4.57215118
Pseudacris,regilla,min,-1,LT50,34,34,-117.7,304.8,23,NA,NA,24,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pseudacris_regilla,Brattstrom_1968,1.797234893,21.20276511
Pseudacris,triseriata,max,38.1,ct,40.6,40.6,-105.83,3040,20,20,0.5,NA,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pseudacris_triseriata,Miller_&_Packard_1977,25.71034813,-5.71034813
Pseudechinus,huttoni,max,26.8,ct,-45.4,45.4,167.1,0,26,18.7,0.017,NA,Echinodermata,Echinoidea,Temnopleuroida,Temnopleuridae,Marine,ectotherm,Pseudechinus_huttoni,Morley_et_al_2016,18.27999878,7.72000122
Pseudechis,porphyriacus,min,3,ct,-33.63,33.63,NA,1065,25,25,1,NA,Chordata,Lepidosauria,Squamata,Elapidae,Terrestrial,ectotherm,Pseudechis_porphyriacus,Lillywhite_1980,NA,NA
Pseudemoia,entrecasteauxii,max,42.1,ct,-36.4,36.4,148.41,1752,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pseudemoia_entrecasteauxii,Spellerberg_1972a,26.67256927,NA
Pseudemoia,entrecasteauxii,min,2.5,ct,-36.4,36.4,148.41,1752,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pseudemoia_entrecasteauxii,Spellerberg_1972a,-0.844748616,NA
Pseudemoia,spenceri,max,42.3,ct,-37.8,37.8,146.3,1279,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pseudemoia_spenceri,Spellerberg_1972a,25.08243942,NA
Pseudemoia,spenceri,min,2.3,ct,-37.8,37.8,146.3,1279,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pseudemoia_spenceri,Spellerberg_1972a,4.038890839,NA
Pseudocheirus,occidentalis,max,32.5,TNZ,-27.67,27.67,121.62,NA,25,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Terrestrial,endotherm,Pseudocheirus_occidentalis,Kinnear_&_Shield_1975,37.09941864,-12.09941864
Pseudocheirus,occidentalis,min,25,TNZ,-27.67,27.67,121.62,NA,25,NA,NA,NA,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Terrestrial,endotherm,Pseudocheirus_occidentalis,Kinnear_&_Shield_1975,5.382847786,19.61715221
Pseudocordylus,melanotus,min,10.2,ct,-26.47,26.47,28.23,1500,21,21,1,NA,Chordata,Lepidosauria,Squamata,Cordylidae,Terrestrial,ectotherm,Pseudocordylus_melanotus,McConnachie_et_al_2007,-0.048925858,21.04892586
Pseudomys,hermannsburgensis,max,36,TNZ,-22.3,22.3,131.8,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Pseudomys_hermannsburgensis,MacMillen_et_al_1972,37.90266418,NA
Pseudomys,hermannsburgensis,min,31,TNZ,-22.3,22.3,131.8,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Muridae,Terrestrial,endotherm,Pseudomys_hermannsburgensis,MacMillen_et_al_1972,7.329939365,NA
Pseudonaja,nuchalis,min,7,ct,-23.7,23.7,NA,585,25,25,1,NA,Chordata,Lepidosauria,Squamata,Elapidae,Terrestrial,ectotherm,Pseudonaja_nuchalis,Lillywhite_1980,NA,NA
Pseudonaja,textilis,max,42.4,ct,-30.22,30.22,145.79,107,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Elapidae,Terrestrial,ectotherm,Pseudonaja_textilis,Spellerberg_1972a,35.62450027,NA
Pseudonaja,textilis,min,3.5,ct,-30.22,30.22,145.79,107,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Elapidae,Terrestrial,ectotherm,Pseudonaja_textilis,Spellerberg_1972a,4.327436447,NA
Pseudopanax,arboreus,min,-9.1,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Apiales,Araliaceae,Terrestrial,plant,Pseudopanax_arboreus,Bannister_&_Lord_2010,NA,NA
Pseudophryne,bibroni,max,36.2,ct,-37,37,145.9,304.8,25,20,1,NA,Chordata,Amphibia,Anura,Myobatrachidae,Terrestrial,ectotherm,Pseudophryne_bibroni,Brattstrom_1970,26.64053726,-1.64053726
Pseudophryne,corroboree,max,35.2,ct,-36.39,36.39,148.43,1828.8,25,20,1,NA,Chordata,Amphibia,Anura,Myobatrachidae,Terrestrial,ectotherm,Pseudophryne_corroboree,Brattstrom_1970,26.67256927,-1.67256927
Pseudophryne,dendyi,max,34.8,ct,-30.51,30.51,151.66,1371.6,5,20,1,NA,Chordata,Amphibia,Anura,Myobatrachidae,Terrestrial,ectotherm,Pseudophryne_dendyi,Brattstrom_1970,29.56103897,-24.56103897
Pseudopleuronectes,americanus,max,29.1,LT50,40,40,-74,0,NA,NA,NA,72,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,ectotherm,Pseudopleuronectes_americanus,Hoff&Westman1966_in_Brett_1970,26.31999969,NA
Pseudopleuronectes,americanus,min,1,LT50,40,40,-74,0,7,NA,NA,72,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,ectotherm,Pseudopleuronectes_americanus,Hoff&Westman1966_in_Brett_1970,2.629999876,4.370000124
Pseudoselago,densifolia,min,-4.7,LT50,-33.7,33.7,NA,1300,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,Terrestrial,plant,Pseudoselago_densifolia,Bannister_&_Lord_2010,NA,NA
Pseudotriton,ruber,max,35.3,ct,37.4,37.4,-80.5,1158,21.5,NA,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Pseudotriton_ruber,Zweifel_1957,30.00385284,-8.50385284
Psittacella,brehmii,max,31,TNZ,-5.31,5.31,143.52,2860,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pachycephalidae,Terrestrial,endotherm,Psittacella_brehmii,McNab_2013,25.49918556,NA
Psittacella,brehmii,min,23,TNZ,-5.31,5.31,143.52,2860,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pachycephalidae,Terrestrial,endotherm,Psittacella_brehmii,McNab_2013,13.99034977,NA
Psoralea,pinnata,min,-4.8,LT50,-34.5,34.5,NA,100,NA,NA,NA,8,Streptophyta,Spermatophyta,Fabales,Fabaceae,Terrestrial,plant,Psoralea_pinnata,Bannister_&_Lord_2010,NA,NA
Psorodes,sp.1,min,-6.5,LT50,-32.3,32.3,NA,1926,6,0.1,NA,1,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,ectotherm,Psorodes_sp.1,Sinclair_&_Chown_2005,NA,NA
Psychrophila,obtusa,min,-8.3,LT50,-45.4,45.4,NA,1240,NA,0.083,NA,8,Streptophyta,Spermatophyta,Ranunculales,Ranunculaceae,Terrestrial,plant,Psychrophila_obtusa,Bannister_et_al_2005,NA,NA
Ptenopus,garrulus,max,43.4,ct,-25.75,25.75,20.73,1219,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,Terrestrial,ectotherm,Ptenopus_garrulus,Stebbins_1961,36.92285538,NA
Pternohyla,fodiens,max,39.5,ct,28,28,-109.7,304.8,30,23,1,NA,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pternohyla_fodiens,Brattstrom_1968,37.63825226,-7.63825226
Pternohyla,fodiens,min,6.5,LT50,28,28,-109.7,304.8,23,NA,NA,24,Chordata,Amphibia,Anura,Hylidae,Terrestrial,ectotherm,Pternohyla_fodiens,Brattstrom_1968,7.683276176,15.31672382
Pteroglossus,aracari,min,29,TNZ,-8.59,8.59,NA,NA,NA,NA,NA,NA,Chordata,Aves,Piciformes,Ramphastidae,Terrestrial,endotherm,Pteroglossus_aracari,McNab_2001,NA,NA
Pteroglossus,bailloni,min,19,TNZ,-20.98,20.98,NA,NA,NA,NA,NA,NA,Chordata,Aves,Piciformes,Ramphastidae,Terrestrial,endotherm,Pteroglossus_bailloni,McNab_2001,NA,NA
Pteronotus,davyi,min,34.5,TNZ,10.1,10.1,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Mormoopidae,Terrestrial,endotherm,Pteronotus_davyi,Bonaccorso_et_al_1992,NA,NA
Pteronotus,parnellii,min,34,TNZ,11.4,11.4,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Mormoopidae,Terrestrial,endotherm,Pteronotus_parnellii,Bonaccorso_et_al_1992,NA,NA
Pteronotus,personatus,min,34,TNZ,10.1,10.1,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Mormoopidae,Terrestrial,endotherm,Pteronotus_personatus,Bonaccorso_et_al_1992,NA,NA
Pteronotus,quadridens,max,38,TNZ,18.39,18.39,-67.15,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Mormoopidae,Terrestrial,endotherm,Pteronotus_quadridens,Rodriguez-Duran_1995,31.83048439,NA
Pteronotus,quadridens,min,30,TNZ,18.39,18.39,-67.15,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Mormoopidae,Terrestrial,endotherm,Pteronotus_quadridens,Rodriguez-Duran_1995,19.6760807,NA
Pteropus,poliocephalus,min,15,TNZ,-27.4,27.4,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Pteropus_poliocephalus,Bartholomew_et_al_1964,NA,NA
Pteropus,scapulatus,max,35,TNZ,-27.4,27.4,153.15,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Pteropus_scapulatus,Bartholomew_et_al_1964,27.20707321,NA
Pteropus,scapulatus,min,24,TNZ,-27.4,27.4,153.15,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Pteropodidae,Terrestrial,endotherm,Pteropus_scapulatus,Bartholomew_et_al_1964,10.07550621,NA
Pterostichini,sp.1,min,-4.4,LT50,-29.6,29.6,NA,3200,6,0.1,NA,1,Arthropoda,Insecta,Coleoptera,Carabidae,Terrestrial,ectotherm,Pterostichini_sp.1,Sinclair_&_Chown_2005,NA,NA
Ptilinopus,melanospilus,max,35,TNZ,-7.29,7.29,110,NA,NA,NA,NA,NA,Chordata,Aves,Columbiformes,Columbidae,Terrestrial,endotherm,Ptilinopus_melanospilus,McNab_2000a,31.41328621,NA
Ptilinopus,melanospilus,min,30,TNZ,-7.29,7.29,110,NA,NA,NA,NA,NA,Chordata,Aves,Columbiformes,Columbidae,Terrestrial,endotherm,Ptilinopus_melanospilus,McNab_2000a,21.34588432,NA
Ptilinopus,perlatus,max,32,TNZ,-5.14,5.14,145.48,NA,NA,NA,NA,NA,Chordata,Aves,Columbiformes,Columbidae,Terrestrial,endotherm,Ptilinopus_perlatus,McNab_2000a,28.79314232,NA
Ptilinopus,perlatus,min,24,TNZ,-5.14,5.14,145.48,NA,NA,NA,NA,NA,Chordata,Aves,Columbiformes,Columbidae,Terrestrial,endotherm,Ptilinopus_perlatus,McNab_2000a,18.86120033,NA
Ptiloprora,guisei,min,15,TNZ,-5.96,5.96,NA,2100,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Meliphagidae,Terrestrial,endotherm,Ptiloprora_guisei,McNab_2013,NA,NA
Ptiloris,magnificus,min,22,TNZ,-6.66,6.66,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Paradisaeidae,Terrestrial,endotherm,Ptiloris_magnificus,McNab_2005,NA,NA
Punctaria,latifolia,min,4,ct,45.203672,45.203672,-64.618326,0,NA,NA,NA,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Marine,plant,Punctaria_latifolia,Rietema_&_van_den_Hoek_1984,-1.589999914,NA
Pycnonotus,sinensis,max,33,TNZ,27.88,27.88,120.36,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pycnonotidae,Terrestrial,endotherm,Pycnonotus_sinensis,Zheng_et_al_2008,32.43336105,NA
Pycnonotus,sinensis,min,25,TNZ,27.88,27.88,120.36,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pycnonotidae,Terrestrial,endotherm,Pycnonotus_sinensis,Zheng_et_al_2008,1.782065868,NA
Pyramica,rostrata,max,39.5,ct,35.47,35.47,-78.91,45,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pyramica_rostrata,Diamond_et_al_2012,32.93321609,-7.93321609
Quercus,agrifolia,max,62.4,ct,33.5,33.5,-117.1,375,NA,NA,NA,NA,Streptophyta,Spermatophyta,Fagales,Fagaceae,Terrestrial,plant,Quercus_agrifolia,Knight_&_Ackerly_2002,30.17784309,NA
Quercus,ilex,max,42.6,ct,39.69,39.69,-5.36,690,NA,25,1,NA,Streptophyta,Spermatophyta,Fagales,Fagaceae,Terrestrial,plant,Quercus_ilex,Gimeno_et_al_2009,32.61578369,NA
Quercus,rubra,min,-39,LT50,43.04,43.04,NA,340,NA,NA,NA,0.5,Streptophyta,Spermatophyta,Fagales,Fagaceae,Terrestrial,plant,Quercus_rubra,Gurney_et_al_2011,NA,NA
Quercus,suber,max,46,ct,36.8,36.8,10.1,25,25,20,1,NA,Streptophyta,Spermatophyta,Fagales,Fagaceae,Terrestrial,plant,Quercus_suber,Ghouil_et_al_2003,32.65776825,-7.65776825
Ramalina,maciformis,min,-11.4,ct,30.5,30.5,NA,NA,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Lecanorineae,Ramalinaceae,Terrestrial,plant,Ramalina_maciformis,Lange_1965,NA,NA
Ramphastos,dicolorus,max,34,TNZ,-23.96,23.96,-57.08,NA,NA,NA,NA,NA,Chordata,Aves,Piciformes,Ramphastidae,Terrestrial,endotherm,Ramphastos_dicolorus,McNab_2001,33.97286987,NA
Ramphastos,dicolorus,min,20,TNZ,-23.96,23.96,-57.08,NA,NA,NA,NA,NA,Chordata,Aves,Piciformes,Ramphastidae,Terrestrial,endotherm,Ramphastos_dicolorus,McNab_2001,13.1929369,NA
Ramphastos,toco,min,17,TNZ,-40.06,40.06,NA,NA,NA,NA,NA,NA,Chordata,Aves,Piciformes,Ramphastidae,Terrestrial,endotherm,Ramphastos_toco,McNab_2001,NA,NA
