Genus,Species,type,thermal_limit,metric,collection_latitude,absolute_latitude,collection_longitude,elevation,acclimation_temperature,start_temp,ramping_rate,exposure_duration,Phylum,Class,Order,Family,realm,thermy,genus_species,reference,extreme_enviro_temp,acclimation_offset
Phoenix,canariensis,max,52.8,LT50,NA,NA,NA,NA,NA,NA,NA,0.5,Streptophyta,Spermatophyta,Arecales,Arecaceae,Terrestrial,plant,Phoenix_canariensis,Bilger_et_al_1984,NA,NA
Phoxinus,erythrogaster,max,35.9,ct,38,38,-92,200,26,26,0.017,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Phoxinus_erythrogaster,Smale_&_Rabeni_1995,32.37836838,-6.37836838
Phrurolithus,festivus,max,45.6,ct,55.4,55.4,14.19,3,15,15,0.5,NA,Arthropoda,Arachnida,Araneae,Corinnidae,Terrestrial,ectotherm,Phrurolithus_festivus,Almquist_1970,20.58191681,-5.58191681
Phrynosoma,cornutum,max,47.9,ct,32.28,32.28,-106.75,1208,30,NA,1,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_cornutum,Prieto_&_Whitford_1971,34.47553635,-4.47553635
Phrynosoma,cornutum,min,9.5,ct,32.28,32.28,-106.75,1208,30,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_cornutum,Prieto_&_Whitford_1971,-3.620305538,33.62030554
Phrynosoma,coronatum,max,46.7,ct,35.7,35.7,-116.34,47,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_coronatum,Cowles_&_Bogert_1944,39.159832,NA
Phrynosoma,douglassii,max,43.5,ct,33.6,33.6,-105.22,2125,30,NA,1,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_douglassii,Prieto_&_Whitford_1971,33.21042252,-3.21042252
Phrynosoma,douglassii,min,2.7,ct,33.6,33.6,-105.22,2125,30,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_douglassii,Prieto_&_Whitford_1971,-5.295860767,35.29586077
Phrynosoma,platyrhinos,max,45.5,ct,35.01,35.01,-115.65,650,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phrynosoma_platyrhinos,Brattstrom_1965,39.159832,NA
Phygelius,aequalis,min,-4.9,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,Terrestrial,plant,Phygelius_aequalis,Bannister_&_Lord_2010,NA,NA
Phygelius,capensis,min,-9,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae,Terrestrial,plant,Phygelius_capensis,Bannister_&_Lord_2010,NA,NA
Phyllachne,colensoi,min,-7.7,LT50,-45.4,45.4,NA,1240,NA,0.083,NA,8,Streptophyta,Spermatophyta,Asterales,Stylidiaceae,Terrestrial,plant,Phyllachne_colensoi,Bannister_et_al_2005,NA,NA
Phyllocladus,alpinus,min,-15.6,LT50,-43.12,43.12,NA,1365,NA,0.0835,NA,4,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Phyllocladus_alpinus,Cieraad_et_al_2012,NA,NA
Phyllocladus,aspleniifolius,min,-10.8,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Phyllocladus_aspleniifolius,Bannister_&_Lord_2010,NA,NA
Phyllorhynchus,decurtatus,max,39.3,ct,35.7,35.7,-116.34,47,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Colubridae,Terrestrial,ectotherm,Phyllorhynchus_decurtatus,Cowles_&_Bogert_1944,39.159832,NA
Phyllostomus,discolor,max,37,TNZ,-20.49,20.49,-49.22,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Phyllostomus_discolor,McNab_1969,30.35787964,NA
Phyllostomus,discolor,min,25,TNZ,-20.49,20.49,-49.22,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Phyllostomus_discolor,McNab_1969,14.5565424,NA
Phyllostomus,elongatus,min,25,TNZ,-41.02,41.02,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Phyllostomus_elongatus,McNab_1969,NA,NA
Phyllostomus,hastatus,max,35,TNZ,-41.01,41.01,-62.47,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Phyllostomus_hastatus,McNab_1969,29.22703934,NA
Phyllostomus,hastatus,min,25,TNZ,-41.01,41.01,-62.47,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Phyllostomus_hastatus,McNab_1969,2.758999825,NA
Phyllotis,darwini,max,34,TNZ,-45.54,45.54,-71.22,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Phyllotis_darwini,Bozinovic_&_Rosenmann_1988,18.55531693,NA
Phyllotis,darwini,min,27.5,TNZ,-45.54,45.54,-71.22,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Phyllotis_darwini,Bozinovic_&_Rosenmann_1988,-3.899405479,NA
Phyllotis,xanthopygus,min,28.9,TNZ,-34.46,34.46,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Rodentia,Cricetidae,Terrestrial,endotherm,Phyllotis_xanthopygus,Bozinovic_&_Rosenmann_1988,NA,NA
Phymaturus,antofagastensis,max,41.4,ct,-27.16,27.16,-68.43,3750,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_antofagastensis,Cruz_et_al_2009,18.43801308,NA
Phymaturus,antofagastensis,min,11.8,ct,-27.16,27.16,-68.43,3750,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_antofagastensis,Cruz_et_al_2009,-7.419939041,NA
Phymaturus,dorsimaculatus,max,41.9,ct,-37.8,37.8,-70.7,2050,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_dorsimaculatus,Cruz_et_al_2009,25.13939476,NA
Phymaturus,dorsimaculatus,min,10.5,ct,-37.8,37.8,-70.7,2050,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_dorsimaculatus,Cruz_et_al_2009,-1.857848287,NA
Phymaturus,indistinctus,max,44.7,ct,-45.43,45.43,-69.6,669,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_indistinctus,Cruz_et_al_2009,21.85880089,NA
Phymaturus,indistinctus,min,7,ct,-45.43,45.43,-69.6,669,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_indistinctus,Cruz_et_al_2009,-2.466704369,NA
Phymaturus,palluma,max,44.6,ct,-30.3,30.3,-69.78,3400,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_palluma,Cruz_et_al_2009,24.34087753,NA
Phymaturus,palluma,min,11.5,ct,-30.3,30.3,-69.78,3400,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_palluma,Cruz_et_al_2009,-6.716280937,NA
Phymaturus,patagonicus,max,39.9,ct,-41.13,41.13,-70.67,900,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_patagonicus,Ibarguengoytia_2005,21.5665493,NA
Phymaturus,patagonicus,min,9.8,ct,-41.13,41.13,-70.67,900,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_patagonicus,Ibarguengoytia_2005,-2.844894886,NA
Phymaturus,somuncurensis,max,42.8,ct,-41.58,41.58,-69.37,850,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_somuncurensis,Cruz_et_al_2009,24.7057724,NA
Phymaturus,somuncurensis,min,5.7,ct,-41.58,41.58,-69.37,850,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_somuncurensis,Cruz_et_al_2009,-5.264298439,NA
Phymaturus,tenebrosus,max,39.9,ct,-41.08,41.08,-70.95,915,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_tenebrosus,Cruz_et_al_2009,21.5665493,NA
Phymaturus,tenebrosus,min,9.8,ct,-41.08,41.08,-70.95,915,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_tenebrosus,Cruz_et_al_2009,-2.844894886,NA
Phymaturus,zapalensis,max,42.4,ct,-39.67,39.67,-70.6,990,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_zapalensis,Cruz_et_al_2009,25.77830124,NA
Phymaturus,zapalensis,min,8.9,ct,-39.67,39.67,-70.6,990,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Terrestrial,ectotherm,Phymaturus_zapalensis,Cruz_et_al_2009,-1.999031782,NA
Physadesmia,globosa,max,50.8,ct,-24,24,14.6,NA,35,35,0.6,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,ectotherm,Physadesmia_globosa,Roberts_et_al_1991,28.31320953,6.68679047
Physadesmia,globosa,min,13.7,ct,-24,24,14.6,NA,35,35,NA,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,ectotherm,Physadesmia_globosa,Roberts_et_al_1991,10.29970837,24.70029163
Pica,hudsonia,max,32.5,TNZ,42.87,42.87,-112.26,NA,25,NA,NA,NA,Chordata,Aves,Passeriformes,Corvidae,Terrestrial,endotherm,Pica_hudsonia,Hayworth_&_Weathers_1984,29.79670143,-4.79670143
Pica,hudsonia,min,21,TNZ,42.87,42.87,-112.26,NA,25,NA,NA,NA,Chordata,Aves,Passeriformes,Corvidae,Terrestrial,endotherm,Pica_hudsonia,Hayworth_&_Weathers_1984,-11.58959103,36.58959103
Pica,nuttalli,max,33.5,TNZ,42.87,42.87,-112.26,NA,25,NA,NA,NA,Chordata,Aves,Passeriformes,Corvidae,Terrestrial,endotherm,Pica_nuttalli,Hayworth_&_Weathers_1984,29.79670143,-4.79670143
Pica,nuttalli,min,13.5,TNZ,42.87,42.87,-112.26,NA,25,NA,NA,NA,Chordata,Aves,Passeriformes,Corvidae,Terrestrial,endotherm,Pica_nuttalli,Hayworth_&_Weathers_1984,-11.58959103,36.58959103
Pimephales,notatus,max,31.3,ct,39.3,39.3,-84.6,191,NA,11,1,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pimephales_notatus,Hockett_&_Mundahl_1989,30.63005829,NA
Pimephales,notatus,min,6.4,ct,39.3,39.3,-84.6,191,22,22,0.5,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pimephales_notatus,Hockett_&_Mundahl_1989,-6.806132317,28.80613232
Pimephales,promelas,max,36.5,ct,39.5,39.5,-91.5,200,26,26,0.017,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pimephales_promelas,Smale_&_Rabeni_1995,31.94826889,-5.94826889
Pimephales,vigilax,max,39.3,ct,32,32,-97,200,30,30,0.33,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pimephales_vigilax,Rutledge_&_Beitinger_1989,35.79176331,-5.79176331
Pinoyscincus,abdictus,max,36.9,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pinoyscincus_abdictus,Scheffers_et_al_2014,32.4418602,-10.4418602
Pinoyscincus,jagori,max,37,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Pinoyscincus_jagori,Scheffers_et_al_2014,32.4418602,-10.4418602
Pinus,contorta,min,-18,LT50,-43.12,43.12,NA,1400,NA,0.0835,NA,4,Streptophyta,Spermatophyta,Pinales,Pinaceae,Terrestrial,plant,Pinus_contorta,Cieraad_et_al_2012,NA,NA
Pinus,halepensis,max,47.9,ct,42.49,42.49,2.25,770,30,25,1,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Terrestrial,plant,Pinus_halepensis,Froux_et_al_2004,28.3418293,1.6581707
Pinus,nigra,max,47.2,ct,42.49,42.49,2.25,770,30,25,1,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Terrestrial,plant,Pinus_nigra,Froux_et_al_2004,28.3418293,1.6581707
Pinus,pinaster,max,43.5,ct,40.3,40.3,-3.7,600,NA,27.5,0.5,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Terrestrial,plant,Pinus_pinaster,Godoy_et_al_2011,32.68884659,NA
Pipra,mentalis,min,27,TNZ,9.15,9.15,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pipridae,Terrestrial,endotherm,Pipra_mentalis,Bartholomew_et_al_1983,NA,NA
Pistacia,terebinthus,max,43.2,ct,40.3,40.3,-3.7,600,NA,27.5,0.5,NA,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae,Terrestrial,plant,Pistacia_terebinthus,Godoy_et_al_2011,32.68884659,NA
Pitohui,nigrescens,max,30,TNZ,-5.96,5.96,143.07,2100,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pachycephalidae,Terrestrial,endotherm,Pitohui_nigrescens,McNab_2013,28.48185158,NA
Pitohui,nigrescens,min,13,TNZ,-5.96,5.96,143.07,2100,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pachycephalidae,Terrestrial,endotherm,Pitohui_nigrescens,McNab_2013,17.71655083,NA
Pitta,versicolor,min,20,TNZ,-5.22,5.22,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Pittidae,Terrestrial,endotherm,Pitta_versicolor,McNab_2013,NA,NA
Pittosporum,eugenioides,min,-7.8,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Apiales,Pittosporaceae,Terrestrial,plant,Pittosporum_eugenioides,Bannister_&_Lord_2010,NA,NA
Pittosporum,tenuifolium,min,-11.9,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Apiales,Pittosporaceae,Terrestrial,plant,Pittosporum_tenuifolium,Bannister_&_Lord_2010,NA,NA
Pituophis,catenifer,max,40.5,ct,33.57,33.57,-104.38,1076,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Colubridae,Terrestrial,ectotherm,Pituophis_catenifer,Brattstrom_1965,33.21042252,NA
Plagiolepis,pygmaea,max,48,ct,41.3,41.3,2.09,50,20,20,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Plagiolepis_pygmaea,Cerda_et_al_1998,NA,NA
Plagiomnium,acutum,max,45.3,LT50,28.25,28.25,109.67,325,NA,NA,NA,NA,Streptophyta,Bryopsida,Bryales,Mniaceae,Terrestrial,plant,Plagiomnium_acutum,Liu_et_al_2003,31.98275757,NA
Plagiomnium,affine,min,-37.5,LT50,51,51,NA,50,NA,NA,NA,2,Streptophyta,Bryopsida,Bryales,Mniaceae,Terrestrial,plant,Plagiomnium_affine,Rutten_&_Santarius_1992,NA,NA
Plagiomnium,undulatum,min,-36.5,LT50,51,51,NA,50,NA,NA,NA,2,Streptophyta,Bryopsida,Bryales,Mniaceae,Terrestrial,plant,Plagiomnium_undulatum,Rutten_&_Santarius_1992,NA,NA
Plagiotremus,azaleus,max,35.3,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Blenniidae,Marine,ectotherm,Plagiotremus_azaleus,Mora_&_Ospina_2001,29.89999962,-3.39999962
Plagiotremus,azaleus,min,13.4,ct,2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,Chordata,Actinopteri,Perciformes,Blenniidae,Marine,ectotherm,Plagiotremus_azaleus,Mora_&_Ospina_2002,24.36999893,2.13000107
Planigale,gilesi,min,28,TNZ,-28.4,28.4,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Terrestrial,endotherm,Planigale_gilesi,Geiser_&_Baudinette_1988,NA,NA
Planostibes,sp.1,min,-6.9,LT50,-32.4,32.4,NA,1550,6,0.1,NA,1,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,ectotherm,Planostibes_sp.1,Sinclair_&_Chown_2005,NA,NA
Platichthys,flesus,max,28.9,LT50,55,55,-130,0,NA,NA,NA,48,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,ectotherm,Platichthys_flesus,Waede_1954_in_Brett_1970,NA,NA
Platymantis,banahao,max,33.8,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Amphibia,Anura,Ceratobatrachidae,Terrestrial,ectotherm,Platymantis_banahao,Scheffers_et_al_2014,32.4418602,-10.4418602
Platymantis,corrugatus,max,33.7,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Amphibia,Anura,Ceratobatrachidae,Terrestrial,ectotherm,Platymantis_corrugatus,Scheffers_et_al_2014,32.4418602,-10.4418602
Platymantis,dorsalis,max,32.9,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Amphibia,Anura,Ceratobatrachidae,Terrestrial,ectotherm,Platymantis_dorsalis,Scheffers_et_al_2014,32.4418602,-10.4418602
Platymantis,luzonensis,max,34.7,ct,14.09,14.09,121.49,1100,22,22,0.5,NA,Chordata,Amphibia,Anura,Ceratobatrachidae,Terrestrial,ectotherm,Platymantis_luzonensis,Scheffers_et_al_2014,32.4418602,-10.4418602
Platyrrhinus,lineatus,min,30,TNZ,-41.02,41.02,NA,NA,NA,NA,NA,NA,Chordata,Mammalia,Chiroptera,Phyllostomidae,Terrestrial,endotherm,Platyrrhinus_lineatus,McNab_1969,NA,NA
Platysaurus,intermedius,max,44.8,ct,-24.58,24.58,31.18,559,25,NA,1,NA,Chordata,Lepidosauria,Squamata,Cordylidae,Terrestrial,ectotherm,Platysaurus_intermedius,Lailvaux_et_al_2003,31.0124588,-6.0124588
Platysaurus,intermedius,min,8.8,ct,-24.58,24.58,31.18,559,29,NA,1,NA,Chordata,Lepidosauria,Squamata,Cordylidae,Terrestrial,ectotherm,Platysaurus_intermedius,Lailvaux_et_al_2003,6.84480238,22.15519762
Plectrophenax,nivalis,min,9,TNZ,61.18,61.18,NA,NA,NA,NA,NA,NA,Chordata,Aves,Passeriformes,Fringillidae,Terrestrial,endotherm,Plectrophenax_nivalis,Scholander_et_al_1950,NA,NA
Plestiodon,chinensis,max,42.3,ct,30.21,30.21,120.1,140,28,NA,0.25,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_chinensis,Ji_1995,31.90628052,-3.90628052
Plestiodon,chinensis,min,6.3,ct,30.21,30.21,120.1,140,28,NA,0.25,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_chinensis,Ji_1995,-0.171070173,28.17107017
Plestiodon,elegans,max,41.9,ct,30.27,30.27,120.15,15,28,28,0.25,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_elegans,Du_et_al_2000,31.90628052,-3.90628052
Plestiodon,elegans,min,9.3,ct,30.27,30.27,120.15,15,28,28,0.25,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_elegans,Du_et_al_2000,-0.171070173,28.17107017
Plestiodon,gilberti,max,42.3,ct,38.42,38.42,-120.82,300,20,NA,1,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_gilberti,Youssef_et_al_2008,31.3946476,-11.3946476
Plestiodon,gilberti,min,7.7,ct,38.42,38.42,-120.82,300,20,NA,1,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_gilberti,Youssef_et_al_2008,1.814847946,18.18515205
Plestiodon,obsoletus,max,41.5,DLT50,29.97,29.97,-101.16,464,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_obsoletus,Dawson_1960,35.8409729,NA
Plestiodon,skiltonianus,max,41.3,ct,45.67,45.67,-118.79,328,13.5,NA,NA,NA,Chordata,Lepidosauria,Squamata,Scincidae,Terrestrial,ectotherm,Plestiodon_skiltonianus,Brattstrom_1965,30.24074936,-16.74074936
Plethodon,glutinosus,max,34.3,ct,40.78,40.78,-75.28,1100,25,25,1,NA,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,ectotherm,Plethodon_glutinosus,Elwood_2003,29.23267746,-4.23267746
pleuronectus,platessa,max,26.4,LT50,55,55,-130,0,NA,NA,NA,48,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Marine,ectotherm,pleuronectus_platessa,Waede_1954_in_Brett_1970,NA,NA
Poa,colensoi,min,-12.1,LT50,-45.4,45.4,NA,1240,NA,0.083,NA,8,Streptophyta,Spermatophyta,Poales,Poaceae,Terrestrial,plant,Poa_colensoi,Bannister_et_al_2005,NA,NA
Poa,pygmaea,min,-13,LT50,-44.9,44.9,NA,1520,NA,0.083,NA,8,Streptophyta,Spermatophyta,Poales,Poaceae,Terrestrial,plant,Poa_pygmaea,Bannister_et_al_2005,NA,NA
Podacarus,auberti,max,39.5,LT50,-46.9,46.9,37.9,20,15,NA,NA,1,Arthropoda,Arachnida,Oribatida,Ameronothridae,Terrestrial,ectotherm,Podacarus_auberti,Deere_et_al_2006,NA,NA
Podacarus,auberti,min,-5.1,LT50,-46.9,46.9,37.9,35,0,NA,NA,1,Arthropoda,Arachnida,Oribatida,Ameronothridae,Terrestrial,ectotherm,Podacarus_auberti,Deere_et_al_2006,NA,NA
Podarcis,bocagei,max,45.4,ct,40.87,40.87,-4.48,1015,35,32.5,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_bocagei,Bauwens_et_al_1995,30.46661186,4.53338814
Podarcis,hispanica,max,44.45,ct,39.9,39.9,0.68,28,NA,NA,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_hispanica,Castilla_&_Bauwens_1991,NA,NA
Podarcis,lilfordi,max,43.3,ct,39.52,39.52,3.29,57,35,32.5,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_lilfordi,Bauwens_et_al_1995,30.57573318,4.42426682
Podarcis,muralis,max,44.2,ct,40.41,40.41,-5.06,1603,35,32.5,1,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_muralis,Bauwens_et_al_1995,32.61578369,2.38421631
Podarcis,muralis,min,5.9,ct,51.8,51.8,-5.06,NA,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_muralis,Huey_unpubl_data_in_Huey_et_al_2012,4.80556345,NA
Podarcis,tiliguerta,max,42.7,ct,42.53,42.53,8.72,70,NA,NA,NA,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Terrestrial,ectotherm,Podarcis_tiliguerta,Vandamme_et_al_1989,27.81363678,NA
Podargus,strigoides,min,30,TNZ,-5,5,NA,NA,NA,NA,NA,NA,Chordata,Aves,Caprimulgiformes,Podargidae,Terrestrial,endotherm,Podargus_strigoides,McNab_&_Bonaccorso_1995,NA,NA
Podocarpus,henkelii,min,-4.7,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Podocarpus_henkelii,Bannister_&_Lord_2010,NA,NA
Podocarpus,latifolius,min,-6,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Podocarpus_latifolius,Bannister_&_Lord_2010,NA,NA
Podocarpus,nivalis,min,-13.5,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Podocarpus_nivalis,Bannister_&_Lord_2010,NA,NA
Podocarpus,salignus,min,-12.4,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Podocarpus_salignus,Bannister_&_Lord_2010,NA,NA
Podocarpus,totara,min,-7.5,LT50,-45.9,45.9,NA,70,NA,NA,NA,8,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae,Terrestrial,plant,Podocarpus_totara,Bannister_&_Lord_2010,NA,NA
Podranea,ricasoliana,min,1.2,LT50,NA,NA,NA,NA,NA,NA,NA,8,Streptophyta,Spermatophyta,Lamiales,Bignoniaceae,Terrestrial,plant,Podranea_ricasoliana,Bannister_&_Lord_2010,NA,NA
Poecilia,sphenops,max,43,ct,17.03,17.03,-96.5,1670,32,32,1,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Freshwater,ectotherm,Poecilia_sphenops,Hernandez_&_Buckle_2002,30.86187744,1.13812256
Poecilia,sphenops,min,7.5,ct,17.03,17.03,-96.5,1670,20,20,1,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Freshwater,ectotherm,Poecilia_sphenops,Hernandez_&_Buckle_2002,10.74297428,9.25702572
Poeciliopsis,monacha,min,6.8,ct,26,26,NA,100,25,25,0.0035,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Freshwater,ectotherm,Poeciliopsis_monacha,Bulger_&_Schultz_1982,NA,NA
Poeciliopsis,occidentalis,max,38.4,ct,33,33,-111,1.00E+03,25,25,0.3,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Freshwater,ectotherm,Poeciliopsis_occidentalis,Carveth_et_al_2006,37.72694778,-12.72694778
Poeciliopsis,occidentalis,min,4.8,ct,25,25,-111,150,25,25,0.0035,NA,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Freshwater,ectotherm,Poeciliopsis_occidentalis,Bulger_&_Schultz_1982,9.66695118,15.33304882
Pogonichthys,macrolepidotus,max,29,ct,38.3,38.3,-121.6,0,17,17,0.1,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pogonichthys_macrolepidotus,Young_&_Cech_1996,31.3946476,-14.3946476
Pogonichthys,macrolepidotus,min,7.3,ct,38.3,38.3,-121.6,0,17,17,0.08,NA,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Freshwater,ectotherm,Pogonichthys_macrolepidotus,Young_&_Cech_1996,1.814847946,15.18515205
Pogonomyrmex,barbatus,max,46.5,ct,29.64,29.64,-81.64,6,25,36,0.2,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,ectotherm,Pogonomyrmex_barbatus,Diamond_et_al_2012,33.57506561,-8.57506561
