"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","limit_type","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Liolaemus_laurenti_IUCN","Te","cold","Terrestrial",36.3469276428223,38.5968742370605,46.18,10.3525581359863,12.2683877944946,12.2,"tmax, tmin",-2.2499465942382,0,0,9.8330723571777,0,1.9158296585083,24.1469276428223,0,"Liolaemus laurenti","IUCN",8118,-30.4094503094999
"Liolaemus_laurenti_GBIF","Te","cold","Terrestrial",36.2546844482422,38.5968742370605,46.18,8.93247509002686,12.2683877944946,12.2,"tmax, tmin",-2.3421897888183,0,0,9.9253155517578,0,3.33591270446774,24.0546844482422,0,"Liolaemus laurenti","GBIF",229823,-30.7610738686825
"Liolaemus_melanops_IUCN","Te","cold","Terrestrial",22.5441570281982,38.5998001098633,44.94,-0.188595771789551,5.69418668746948,5.65,"tmax, tmin",-16.0556430816651,0,0,22.3958429718018,0,5.88278245925903,16.8941570281982,0,"Liolaemus melanops","IUCN",38331,-42.588626478
"Liolaemus_multicolor_IUCN","Te","cold","Terrestrial",36.5232048034668,37.0932350158691,44.7,17.1876430511475,8.37712574005127,8.06,"tmax, tmin",-0.570030212402301,0,0,8.17679519653321,-8.81051731109623,0,0,-9.1276430511475,"Liolaemus multicolor","IUCN",28576,-23.012822127
"Liolaemus_multimaculatus_IUCN","Te","cold","Terrestrial",28.053689956665,38.5967750549316,43.83,6.2466549873352,9.05447006225586,8.93,"tmax, tmin",-10.5430850982666,0,0,15.776310043335,0,2.80781507492066,19.123689956665,0,"Liolaemus multimaculatus","IUCN",3649,-38.728022549
"Liolaemus_olongasta_IUCN","Te","cold","Terrestrial",36.3464202880859,38.5959892272949,44.58,10.3568515777588,11.8847160339355,11.85,"tmax, tmin",-2.249568939209,0,0,8.2335797119141,0,1.5278644561767,24.4964202880859,0,"Liolaemus olongasta","IUCN",24810,-30.7457156905
"Liolaemus_petrophilus_IUCN","Te","cold","Terrestrial",31.3644618988037,38.5998916625977,45.23,-0.423536390066147,7.31743240356445,7.31,"tmax, tmin",-7.235429763794,0,0,13.8655381011963,0,7.7409687936306,24.0544618988037,0,"Liolaemus petrophilus","IUCN",96396,-42.934182997
"Liolaemus_poecilochromus_GBIF","Te","cold","Terrestrial",35.2053413391113,37.0925941467285,44.16,-4.38501358032227,9.4257345199585,9.35,"tmax, tmin",-1.8872528076172,0,0,8.9546586608887,0,13.8107481002808,25.8553413391113,0,"Liolaemus poecilochromus","GBIF",539905,-19.3358345281776
"Liolaemus_poecilochromus_IUCN","Te","cold","Terrestrial",36.1575317382812,37.0925941467285,44.16,13.6546573638916,9.4257345199585,9.35,"tmax, tmin",-0.935062408447301,0,0,8.0024682617188,-4.2289228439331,0,0,-4.3046573638916,"Liolaemus poecilochromus","IUCN",10167,-26.3318233595
"Liolaemus_pseudoanomalus_IUCN","Te","cold","Terrestrial",36.1214752197266,37.8841934204102,45.93,12.8419237136841,12.2721309661865,12.19,"tmax, tmin",-1.7627182006836,0,0,9.8085247802734,-0.5697927474976,0,0,-0.6519237136841,"Liolaemus pseudoanomalus","IUCN",27880,-28.2579329684999
"Liolaemus_quilmes_IUCN","Te","cold","Terrestrial",36.25537109375,37.8887596130371,44.69,15.8989114761353,8.56464767456055,8.46,"tmax, tmin",-1.6333885192871,0,0,8.43462890625,-7.33426380157475,0,0,-7.4389114761353,"Liolaemus quilmes","IUCN",7935,-26.3643173055
"Liolaemus_quilmes_GBIF","Te","cold","Terrestrial",36.25537109375,37.8887596130371,44.69,15.0489273071289,8.56464767456055,8.46,"tmax, tmin",-1.6333885192871,0,0,8.43462890625,-6.48427963256835,0,0,-6.5889273071289,"Liolaemus quilmes","GBIF",12069,-26.6851712712983
"Liolaemus_riojanus_IUCN","Te","cold","Terrestrial",35.7352676391602,38.59521484375,45.2,10.3606081008911,10.7047700881958,10.7,"tmax, tmin",-2.8599472045898,0,0,9.4647323608398,0,0.3441619873047,25.0352676391602,0,"Liolaemus riojanus","IUCN",14046,-31.139950122
"Liolaemus_robertmertensi_IUCN","Te","cold","Terrestrial",36.1571006774902,38.5953369140625,43,14.2538442611694,14.1251659393311,14.07,"tmax, tmin",-2.4382362365723,0,0,6.8428993225098,-0.128678321838299,0,0,-0.1838442611694,"Liolaemus robertmertensi","IUCN",19952,-27.6282195804999
"Liolaemus_rothi_IUCN","Te","cold","Terrestrial",35.0281181335449,38.5998916625977,43.8,1.01190841197968,5.59758424758911,5.5,"tmax, tmin",-3.5717735290528,0,0,8.7718818664551,0,4.58567583560943,29.5281181335449,0,"Liolaemus rothi","IUCN",77654,-39.75285205
"Liolaemus_rothi_GBIF","Te","cold","Terrestrial",35.0281181335449,38.5998916625977,43.8,-0.16205732524395,5.59758424758911,5.5,"tmax, tmin",-3.5717735290528,0,0,8.7718818664551,0,5.75964157283306,29.5281181335449,0,"Liolaemus rothi","GBIF",253021,-39.9016243781565
"Liolaemus_salinicola_IUCN","Te","cold","Terrestrial",36.1220588684082,37.2427406311035,48.21,14.2441959381104,14.2441959381104,14.2,"tmax, tmin",-1.1206817626953,0,0,12.0879411315918,0,0,0,-0.0441959381104002,"Liolaemus salinicola","IUCN",6749,-27.8639966784999
"Liolaemus_scapularis_IUCN","Te","cold","Terrestrial",36.2548751831055,37.8863525390625,45.57,15.0554981231689,9.42251873016357,9.39,"tmax, tmin",-1.631477355957,0,0,9.3151248168945,-5.63297939300533,0,0,-5.6654981231689,"Liolaemus scapularis","IUCN",6550,-26.6782646765
"Liolaemus_telsen_IUCN","Te","cold","Terrestrial",30.9176025390625,38.5971450805664,44.6,4.0649881362915,8.98808860778809,8.98,"tmax, tmin",-7.6795425415039,0,0,13.6823974609375,0,4.92310047149659,21.9376025390625,0,"Liolaemus telsen","IUCN",21208,-41.733879623
"Liolaemus_xanthoviridis_IUCN","Te","cold","Terrestrial",22.0903511047363,38.5996131896973,44.48,-0.42201030254364,7.86676168441772,7.86,"tmax, tmin",-16.509262084961,0,0,22.3896488952637,0,8.28877198696136,14.2303511047363,0,"Liolaemus xanthoviridis","IUCN",5726,-44.331013589
"Lophognathus_gilberti_IUCN","Te","none","Terrestrial",41.4014854431152,41.4014854431152,41.8,0.525615155696869,2.72135162353516,2.7,"tmax, tmin",0,0,0,0.398514556884798,0,2.19573646783829,38.7014854431152,0,"Lophognathus gilberti","IUCN",1134068,-17.9194482535
"Moloch_horridus_GBIF","Te","none","Terrestrial",41.3994064331055,41.3994064331055,42.5,1.26399314403534,3.52357649803162,3.5,"tmax, tmin",0,0,0,1.1005935668945,0,2.25958335399628,37.8994064331055,0,"Moloch horridus","GBIF",3892142,-26.3102415920092
"Moloch_horridus_IUCN","Te","none","Terrestrial",41.3994064331055,41.3994064331055,42.5,1.26399314403534,3.52357649803162,3.5,"tmax, tmin",0,0,0,1.1005935668945,0,2.25958335399628,37.8994064331055,0,"Moloch horridus","IUCN",2821699,-25.8645287455
"Nannoscincus_maccoyi_GBIF","Te","cold","Terrestrial",34.5874557495117,36.952320098877,37,-2.63409399986267,4.10691738128662,4,"tmax, tmin",-2.36486434936531,0,0,2.4125442504883,0,6.74101138114929,30.5874557495117,0,"Nannoscincus maccoyi","GBIF",439857,-36.1757268846015
"Niveoscincus_metallicus_GBIF","Te","cold","Terrestrial",34.5334281921387,39.5980911254883,39.6,-2.64085507392883,2.74925971031189,2.7,"tmax, tmin",-5.0646629333496,0,0,5.0665718078613,0,5.39011478424072,31.8334281921387,0,"Niveoscincus metallicus","GBIF",449076,-38.5273347957212
"Niveoscincus_metallicus_GARD","Te","cold","Terrestrial",26.243616104126,39.5980911254883,39.6,2.01818156242371,2.74925971031189,2.7,"tmax, tmin",-13.3544750213623,0,0,13.356383895874,0,0.73107814788818,23.543616104126,0,"Niveoscincus metallicus","GARD",92426,-40.4485801420487
"Niveoscincus_ocellatus_GBIF","Te","cold","Terrestrial",24.427526473999,40.0971183776855,40.1,2.0100953578949,3.5593090057373,3,"tmax, tmin",-15.6695919036865,0,0,15.672473526001,0,1.5492136478424,21.427526473999,0,"Niveoscincus ocellatus","GBIF",45571,-41.4976387024141
"Niveoscincus_ocellatus_GARD","Te","cold","Terrestrial",24.427526473999,40.0971183776855,40.1,2.0100953578949,3.5593090057373,3,"tmax, tmin",-15.6695919036865,0,0,15.672473526001,0,1.5492136478424,21.427526473999,0,"Niveoscincus ocellatus","GARD",56356,-41.9001072418441
"Notechis_scutatus_IUCN","Te","cold","Terrestrial",37.8435325622559,37.9890975952148,38,-6.05473232269287,2.21944618225098,2.2,"tmax, tmin",-0.145565032958899,0,0,0.156467437744098,0,8.27417850494385,35.6435325622559,0,"Notechis scutatus","IUCN",644873,-34.1724236785
"Oedothorax_apicatus_GBIF","Te","cold","Terrestrial",26.0810928344727,40.2170829772949,40.8,-7.77323818206787,-7.49054956436157,-7.5,"tmax, tmin",-14.1359901428222,0,0,14.7189071655273,0,0.282688617706301,33.5810928344727,0,"Oedothorax apicatus","GBIF",1500931,56.9490760621602
"Pardosa_nigriceps_GBIF","Te","cold","Terrestrial",25.7321968078613,39.692985534668,39.7,-12.6231508255005,-7.19267225265503,-7.2,"tmax, tmin",-13.9607887268067,0,0,13.9678031921387,0,5.43047857284547,32.9321968078613,0,"Pardosa nigriceps","GBIF",1413322,58.7839663596746
"Philodromus_aureolus_GBIF","Te","cold","Terrestrial",31.0094890594482,41.278205871582,42.1,-11.5773372650146,-10.7985563278198,-10.8,"tmax, tmin",-10.2687168121338,0,0,11.0905109405518,0,0.778780937194801,41.8094890594482,0,"Philodromus aureolus","GBIF",2432361,55.7352148693996
"Phrynosoma_cornutum_IUCN","Te","cold","Terrestrial",40.2652168273926,43.4231071472168,47.9,1.0402055978775,9.53070259094238,9.5,"tmax, tmin",-3.1578903198242,0,0,7.6347831726074,0,8.49049699306488,30.7652168273926,0,"Phrynosoma cornutum","IUCN",1801830,31.469849648
"Phymaturus_antofagastensis_IUCN","Te","cold","Terrestrial",35.2071762084961,37.0952529907227,41.4,10.5281972885132,11.8874588012695,11.8,"tmax, tmin",-1.8880767822266,0,0,6.1928237915039,0,1.3592615127563,23.4071762084961,0,"Phymaturus antofagastensis","IUCN",671,-26.9898155065
"Phymaturus_dorsimaculatus_IUCN","Te","cold","Terrestrial",34.3642768859863,37.8893966674805,41.9,5.8647346496582,10.5051307678223,10.5,"tmax, tmin",-3.5251197814942,0,0,7.5357231140137,0,4.6403961181641,23.8642768859863,0,"Phymaturus dorsimaculatus","IUCN",1275,-37.8226289335
"Phymaturus_indistinctus_IUCN","Te","cold","Terrestrial",19.7054100036621,38.5998916625977,44.7,3.93533682823181,7.04153680801392,7,"tmax, tmin",-18.8944816589356,0,0,24.9945899963379,0,3.10619997978211,12.7054100036621,0,"Phymaturus indistinctus","IUCN",493,-45.438529748
"Phymaturus_palluma_IUCN","Te","cold","Terrestrial",35.1740188598633,38.6007385253906,44.6,8.5577335357666,11.6986856460571,11.5,"tmax, tmin",-3.42671966552729,0,0,9.4259811401367,0,3.1409521102905,23.6740188598633,0,"Phymaturus palluma","IUCN",14611,-34.711029082
"Phymaturus_patagonicus_GARD","Te","cold","Terrestrial",22.0874481201172,38.600658416748,39.9,-0.192896038293839,9.81668472290039,9.8,"tmax, tmin",-16.5132102966308,0,0,17.8125518798828,0,10.0095807611942,12.2874481201172,0,"Phymaturus patagonicus","GARD",59315,-43.4863621095636
"Phymaturus_somuncurensis_IUCN","Te","cold","Terrestrial",22.5439682006836,38.5998916625977,42.8,4.04985952377319,5.71192026138306,5.7,"tmax, tmin",-16.0559234619141,0,0,20.2560317993164,0,1.66206073760987,16.8439682006836,0,"Phymaturus somuncurensis","IUCN",6299,-41.4671321835
"Phymaturus_tenebrosus_GBIF","Te","cold","Terrestrial",30.0024337768555,38.5986213684082,39.9,-0.157553419470787,9.8228178024292,9.8,"tmax, tmin",-8.5961875915527,0,0,9.8975662231445,0,9.98037122189999,20.2024337768555,0,"Phymaturus tenebrosus","GBIF",1758,-40.9479412419269
"Phymaturus_tenebrosus_IUCN","Te","cold","Terrestrial",30.0024337768555,38.5986213684082,39.9,1.01642799377441,9.8228178024292,9.8,"tmax, tmin",-8.5961875915527,0,0,9.8975662231445,0,8.80638980865479,20.2024337768555,0,"Phymaturus tenebrosus","IUCN",2046,-40.890719821
"Phymaturus_zapalensis_GBIF","Te","cold","Terrestrial",33.1721420288086,38.5989189147949,42.4,4.28529977798462,8.92125797271729,8.9,"tmax, tmin",-5.4267768859863,0,0,9.2278579711914,0,4.63595819473267,24.2721420288086,0,"Phymaturus zapalensis","GBIF",9646,-39.7065451908183
"Phymaturus_zapalensis_IUCN","Te","cold","Terrestrial",33.1721420288086,38.5989189147949,42.4,1.32527899742126,8.92125797271729,8.9,"tmax, tmin",-5.4267768859863,0,0,9.2278579711914,0,7.59597897529603,24.2721420288086,0,"Phymaturus zapalensis","IUCN",6475,-39.4286127115
"Platysaurus_intermedius_IUCN","Te","none","Terrestrial",40.2455215454102,44.7870254516602,44.8,4.69862985610962,8.8285083770752,8.8,"tmax, tmin",-4.54150390625,0,0,4.5544784545898,0,4.12987852096558,31.4455215454102,0,"Platysaurus intermedius","IUCN",391376,-21.9959567625
"Plestiodon_chinensis_IUCN","Te","cold","Terrestrial",37.8293800354004,42.2930908203125,42.3,-8.6641035079956,6.33035230636597,6.3,"tmax, tmin",-4.4637107849121,0,0,4.4706199645996,0,14.9944558143616,31.5293800354004,0,"Plestiodon chinensis","IUCN",2247769,28.0595633365
"Plestiodon_elegans_IUCN","Te","cold","Terrestrial",37.8291053771973,41.8817977905273,41.9,-8.65648078918457,9.31604862213135,9.3,"tmax, tmin",-4.05269241333,0,0,4.0708946228027,0,17.9725294113159,28.5291053771973,0,"Plestiodon elegans","IUCN",3092054,30.7924871925001
"Plestiodon_gilberti_IUCN","Te","cold","Terrestrial",43.4217948913574,42.0748291015625,42.3,-4.0507755279541,7.74296855926514,7.7,"tmax, tmin",0,1.3469657897949,1.1217948913574,0,0,11.7937440872192,35.7217948913574,0,"Plestiodon gilberti","IUCN",216396,35.2476718035001
"Podarcis_muralis_IUCN","Te","cold","Terrestrial",34.8673477172852,44.1675148010254,44.2,-10.7398080825806,5.92298984527588,5.9,"tmax, tmin",-9.3001670837402,0,0,9.3326522827148,0,16.6627979278565,28.9673477172852,0,"Podarcis muralis","IUCN",1831067,44.084485593
"Prinerigone_vagans_GBIF","Te","none","Terrestrial",24.3575496673584,35.8814353942871,35.9,-2.41415667533875,-8.09634304046631,-8.1,"tmax, tmin",-11.5238857269287,0,0,11.5424503326416,-5.68218636512756,0,0,-5.68584332466125,"Prinerigone vagans","GBIF",193078,51.8532944361072
"Protobothrops_mucrosquamatus_IUCN","Te","cold","Terrestrial",42.9512672424316,38.1939277648926,38.2,-8.69498634338379,5.30595207214355,5.3,"tmax, tmin",0,4.757339477539,4.7512672424316,0,0,14.0009384155273,37.6512672424316,0,"Protobothrops mucrosquamatus","IUCN",3572457,28.422616895
"Psammodromus_algirus_IUCN","Te","both","Terrestrial",29.3269329071045,40.9119262695312,43.5,1.88116693496704,7.04397869110107,7,"tmax, tmin",-11.5849933624267,0,0,14.1730670928955,0,5.16281175613403,22.3269329071045,0,"Psammodromus algirus","IUCN",585059,33.129005226
"Psammodromus_hispanicus_IUCN","Te","both","Terrestrial",24.0572872161865,37.7447776794434,45.5,-10.1324348449707,8.80730056762695,8.8,"tmax, tmin",-13.6874904632569,0,0,21.4427127838135,0,18.9397354125976,15.2572872161865,0,"Psammodromus hispanicus","IUCN",488894,40.273635593
"Pseudacris_cadaverina_IUCN","Te","cold","Terrestrial",38.3196640014648,36.7169189453125,36.8,2.6281726360321,-1.39914357662201,-1.4,"tmax, tmin",0,1.6027450561523,1.5196640014648,0,-4.02731621265411,0,0,-4.0281726360321,"Pseudacris cadaverina","IUCN",63751,32.8212265295
"Pseudacris_regilla_IUCN","Te","cold","Terrestrial",38.2876434326172,36.4589653015137,36.6,-6.7437572479248,-0.988919675350189,-1,"tmax, tmin",0,1.8286781311035,1.6876434326172,0,0,5.75483757257461,39.2876434326172,0,"Pseudacris regilla","IUCN",1543994,39.4166402815
"Pseudemoia_entrecasteauxii_GBIF","Te","cold","Terrestrial",36.8144149780273,41.3886604309082,42.1,-4.01789426803589,2.52611899375916,2.5,"tmax, tmin",-4.5742454528809,0,0,5.2855850219727,0,6.54401326179505,34.3144149780273,0,"Pseudemoia entrecasteauxii","GBIF",1017724,-36.8862419382866
