"longitude","latitude","seasonal_low_temp","cold_dormancy_6mo","hot_dormancy_6mo","cold_acc_temp","cold_acc_temp_dormancy"
36.5,-74.5,-64.6593355118506,-56.9148713754908,-64.6593355118506,-63.8895117199849,-57.5043281264439
36.5,-73.5,-58.9400371853034,-52.0853517928294,-58.9400371853034,-58.1329649963805,-52.6379947216183
36.5,-72.5,-52.701844148125,-46.7127901032719,-52.701844148125,-52.076701935528,-47.2278324222973
36.5,-71.5,-43.8927723499636,-38.7602958940198,-43.8927723499636,-43.3286510615709,-39.2313881891864
36.5,-70.5,-35.8150389222517,-31.4864869443206,-35.8150389222517,-35.2183451330008,-31.9102884933229
36.5,-69.5,-27.4067206930547,-23.2329841841658,-27.4067206930547,-26.795068099455,-23.6522960978683
36.5,-18.5,15.3762565523386,19.6348856708833,15.3762565523386,15.8473708615093,19.7776651737147
36.5,-17.5,16.5858863310423,21.7682555777686,16.5858863310423,17.0239883794985,21.9123781256344
36.5,-16.5,15.4503761297491,20.2641765222885,15.4503761297491,15.8823625133267,20.3938360404323
36.5,-15.5,14.0504056391971,18.3775780790618,14.0504056391971,14.6060479948075,18.6105755269328
36.5,-14.5,13.9977534359454,17.922520100618,13.9977534359454,14.5505049674506,18.1814203285546
36.5,-13.5,13.5240077839564,17.0567917415074,13.5240077839564,14.0681611836994,17.3653724252912
36.5,-12.5,13.7880515282708,16.9839327886701,13.7880515282708,14.3211699868237,17.3361342873358
36.5,-11.5,14.5552702102544,17.3731900361699,14.5552702102544,15.0558655877924,17.561371953807
36.5,-10.5,14.1097138807169,16.4501075451928,14.1097138807169,14.5035749139218,16.7148653282385
36.5,-9.5,15.4637770886932,17.6791979200606,15.4637770886932,15.7882899074536,17.9527334563002
36.5,-8.5,16.4497064625578,18.6826018953164,16.4497064625578,16.7970284842149,18.9497348934545
36.5,-7.5,14.0068674928376,16.4340324748574,14.0068674928376,14.3821349944761,16.6802485295638
36.5,-6.5,14.2076335754354,17.0120937617762,14.2076335754354,14.4847603003382,17.2245361078996
36.5,-5.5,12.9935855576769,16.4130100354552,12.9935855576769,13.2527284958592,16.5894872965349
36.5,-4.5,12.9932269526646,16.7630833681141,12.9932269526646,13.305257982978,16.6827933978389
36.5,-3.5,12.6554765156337,16.5675270759634,12.6554765156337,13.0460475691635,16.5234510563114
36.5,-2.5,12.5239110978586,16.2216754000102,12.5239110978586,12.9995413628927,16.337017948247
36.5,-1.5,11.9827458604372,14.9452881264633,11.9827458604372,12.4693985018048,15.0445582098328
36.5,-0.5,8.15737056455442,10.5956743461745,8.15737056455442,8.64306116049706,10.6736499664041
36.5,0.5,10.9853051367349,12.5830838557865,10.9853051367349,11.5177080938263,12.6488838255073
36.5,1.5,13.9449344641396,14.9711162948715,13.9449344641396,14.2809350650305,15.1000784390003
36.5,2.5,16.924833545621,17.6672159823988,16.924833545621,17.2974148425897,17.8047682986907
36.5,3.5,17.8384655558903,18.9742606081601,17.8384655558903,18.1570051338755,19.1026831642475
36.5,4.5,17.6530696261874,19.3600518824799,17.6530696261874,17.9055035743623,19.5340742187674
36.5,5.5,16.0302156957132,18.2607901381329,16.0302156957132,16.2626429877775,18.4664476247571
36.5,6.5,14.4526670637445,16.8908064893846,14.4526670637445,14.8191583584584,17.0715931679521
36.5,7.5,10.1649918846919,12.8787105160632,10.1649918846919,10.4823914101681,13.034829548467
36.5,8.5,10.0413670220279,13.2830629007093,10.0413670220279,10.3778591318439,13.4013952808388
36.5,9.5,11.1658484315001,15.1120253226587,11.1658484315001,11.3968011199602,15.2346870740277
36.5,10.5,11.7429273290294,16.4464593713571,11.7429273290294,12.0715494649736,16.6519819951234
36.5,11.5,13.1512723484875,18.6500833157982,13.1512723484875,13.5530704618728,18.6138638442565
36.5,12.5,16.0258269532451,21.258822804583,16.0258269532451,16.490282212189,21.9028007659704
36.5,13.5,18.6153353850756,22.7899328951591,18.6153353850756,19.2903118426761,23.3584330729548
36.5,14.5,20.5824382991463,22.2313037202028,20.5824382991463,21.4058040419948,22.6945705417537
36.5,15.5,20.9084116910185,22.6053975269331,20.9084116910185,25.7778940696287,22.7644078575221
36.5,16.5,19.8148635184791,25.111624557006,19.8148635184791,25.1336371876003,25.2676938619731
36.5,17.5,18.0055025660034,24.6014509737492,18.0055025660034,23.6212445335049,24.420467129269
36.5,18.5,15.5614779117916,22.2426123844194,15.5614779117916,22.0635082940197,22.0655133976867
36.5,19.5,14.7371467892613,21.5487091291696,14.7371467892613,21.1313786311824,21.3825287294707
36.5,20.5,14.3519278560366,21.419957506191,14.3519278560366,20.9538823237952,21.2687657579081
36.5,21.5,14.2448173164789,21.179391543035,14.2448173164789,20.6932437416027,21.0409003948209
36.5,22.5,13.1139067797789,20.3336856034717,13.1139067797789,13.5880496051208,20.4840890166968
36.5,25.5,11.2773632572016,17.8563091981624,11.2773632572016,11.8902210149276,17.637063049392
36.5,26.5,11.2407309838704,19.3326821251639,11.2407309838704,17.1716639267204,19.5608713521556
36.5,27.5,7.53370600523693,17.0027500159506,7.53370600523693,15.6334829454493,17.321308600244
36.5,28.5,5.74865919575095,16.210695360428,5.74865919575095,14.5204892920611,16.6009939987894
36.5,29.5,3.89431195514543,14.8539249484826,3.89431195514543,12.8010173212246,15.3148975630324
36.5,30.5,2.95094164864027,14.1323420797076,2.95094164864027,11.6545061631118,14.6289172113873
36.5,31.5,2.27278159345899,13.5643600797281,2.27278159345899,10.688574477087,14.0738020276376
36.5,32.5,0.476718675983804,11.9547358354287,0.476718675983804,8.77180597231594,12.4196678665974
36.5,33.5,-0.682492906280926,10.7731262484299,-0.682492906280926,8.15959061627142,11.1872256610509
36.5,34.5,-0.874603784962424,10.4444967439132,-0.874603784962424,7.64398460134346,10.8057025784627
36.5,35.5,0.490454860291045,12.0821786681656,0.490454860291045,9.05762557936226,12.4192615403129
36.5,36.5,-0.458934952371887,11.5448395730129,-0.458934952371887,8.75411596659004,11.8621193048411
36.5,37.5,-4.78057222643069,8.37924062662891,-4.78057222643069,5.87850207176088,8.71426940771385
36.5,38.5,-10.4389128450238,3.29065232234342,-10.4389128450238,1.14463646663926,3.62497600894421
36.5,39.5,-10.8127999848553,2.4491028489676,-10.8127999848553,0.640240098824596,2.76672041932714
36.5,40.5,-7.23587321426187,3.66752067445112,-7.23587321426187,2.22257753594522,3.9722488505034
