"genus_species","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes"
"Littorina_obtusata","Intertidal","Jenn","Littorina","obtusata","Littorinidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa",1.3,"sealifebase",NA,"herbivore","Coleman et al. (2007) Oecologia 151(3): 454-463","Non-migratory","taxa","10-100","Ingolfsson (1995) Marine Biology 122: 13-21; rafting on seaweed","non-pelagic development and crawling adults","Mileikovsky (1975) Marine Biology 30: 129-135; direct development","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,NA
"Littorina_saxatilis","Intertidal","Jenn","Littorina","saxatilis","Littorinidae","Animalia","Mollusca","Gastropoda","Neotaenioglossa",1.9,"sealifebase",NA,"herbivore","Shumway et al. (1993) 106(2): 391-395","Non-migratory","taxa","10-100","Ingolfsson (1995) Marine Biology 122: 13-21; rafting on seaweed","non-pelagic development and crawling adults","Mileikovsky (1975) Marine Biology 30: 129-135; viviparity","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,"non-highland specialist","intertidal","max, min",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,NA
"Ischnochiton_australis","Intertidal","Jenn","Ischnochiton","australis","Ischnochitonidae","Animalia","Mollusca","Polyplaclophora","Chitonida",NA,NA,NA,"herbivore","Sigwart and Schwabe (2017) Invertebrate Zoology 14(2): 205–216","Non-migratory","taxa","1-10","PLD hours to days, lecithotrophic larvae - Palmer (2011) Austral Ecology 37(1): 110-124","pelagic development","Palmer (2011) Austral Ecology 37(1): 110-124","No","no info - based on taxa",NA,"No","no info - based on taxa",NA,"non-highland specialist","intertidal","max",NA,NA,"intertidal",NA,NA,NA,NA,NA,NA,NA,NA,"benthic",NA,NA
"Crangon_crangon","Marine","Jenn","Crangon","crangon","Crangonidae","Animalia","Arthropoda","Malacostraca","Decapoda",8.9,"sealifebase","TL male/unsexed","carnivore","sealifebase","Non-migratory","taxa","10-100","http://www.marlin.ac.uk/biotic/browse.php?sp=4599","pelagic development","planktotrophic larvae - http://www.marlin.ac.uk/biotic/browse.php?sp=4599","No",NA,NA,"No","no info",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"sealifebase",0,-50,NA,NA,NA,NA,NA,"benthic","sealifebase",NA
"Liocarcinus_marmoreus","Marine","Jenn","Liocarcinus","marmoreus","Portunidae","Animalia","Arthropoda","Malacostraca","Decapoda",3,"Robinson et al. (2010) Journal of the Marine Biological Association of the United Kingdom 90(1): 95-104","CW maximum","carnivore","EOL","Non-migratory","taxa","10-100","PLD unk, benthic crustacean with planktonic larvae","pelagic development","larval pelagic phase - Giomi, F., Raicevich, S., Ferrarese, A., Pranovi, F., Di Muro, P., & Beltramini, M. (2007). Structural and functional heterogeneity of hemocyanin: intra-and inter-specific comparison in four species of portunid crabs (Crustacea: Portunidae). Marine biology, 151(4), 1237-1247.","No",NA,NA,"No","no info",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"sealifebase",0,-200,NA,NA,NA,NA,NA,"benthic","EOL",NA
"Metacarcinus_magister","Marine","Jenn","Metacarcinus","magister","Cancridae","Animalia","Arthropoda","Malacostraca","Decapoda",22.5,"sealifebase","CW male/unsexed","omnivore","Yamada et al. (2010) Journal of Shellfish Research 29(2):471-477","Non-migratory","taxa","10-100","PLD 80 days, benthic crustacean with planktonic larvae - Rasmuson, L. K. (2013). The biology, ecology and fishery of the Dungeness crab, Cancer magister. In Advances in marine biology (Vol. 65, pp. 95-148). Academic Press.","pelagic development","planktonic larval stage - Rasmuson, L. K., & Shanks, A. L. (2020). Revisiting cross-shelf transport of Dungeness crab (Metacarcinus magister) megalopae by the internal tide using 16 years of daily abundance data. Journal of Experimental Marine Biology and Ecology, 527, 151334.","No",NA,NA,"No","no info",NA,"non-highland specialist","marine","max","Sarah","coastal-oceanic?","benthic up to 360 m","sealifebase",0,-360,NA,NA,NA,NA,NA,"benthic","EOL",NA
"Liothyrella_uva","Marine","Jenn","Liothyrella","uva","Terebratulidae","Animalia","Brachiopoda","Articulata","Terebratulida",5,"Peck and Holmes (1989) Journal of Experimental Marine Biology and Ecology 133(1–2):141-150","maximum shell length","omnivore","deposit feeder","Non-migratory","taxa","100+","PLD 45 days, open ocean species with planktonic larvae- Peck, L. S., & Robinson, K. (1994). Pelagic larval development in the brooding Antarctic brachiopod Liothyrella uva. Marine Biology, 120(2), 279-286.; Barnes, D. K., & Peck, L. S. (1996). Epibiota and attachment substrata of deep-water brachiopods from Antarctica and New Zealand. Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences, 351(1340), 677-687.","pelagic development","planktonic larval stage - Peck, L. S., & Robinson, K. (1994). Pelagic larval development in the brooding Antarctic brachiopod Liothyrella uva. Marine Biology, 120(2), 279-286.","No",NA,NA,"No","no info",NA,"non-highland specialist","marine","max","Sarah","oceanic?","range deeper than 200","sealifebase",-232,-385,NA,NA,NA,NA,NA,"benthic","sealifebase",NA
"Liothyrella_neozelanica","Marine","Jenn","Liothyrella","neozelanica","Terebratulidae","Animalia","Brachiopoda","Rhynchonellata","Terebratulida",5,"Baird et al. (2013) Biological Bulletin 25(3):125-36",NA,"omnivore","deposit feeder","Non-migratory","taxa","0-1","broods larvae - Chuang, S. H. (1994). Observations on the reproduction and development of Liothyrella neozelanica Thomson 1918 (Terebratulacea, Articulata, Brachiopoda). Journal of the Royal Society of New Zealand, 24(2), 209-218.","non-pelagic devepment and crawling adults","larval brooding","No",NA,NA,"No","no info",NA,"non-highland specialist","marine","max","Sarah","coastal-oceanic",NA,"sealifebase",-6,-1939,NA,NA,NA,NA,NA,"benthic","sealifebase",NA
"Menidia_menidia","Marine","Sally","Menidia","menidia","Atherinopsidae","Animalia","Chordata","Actinopterygii","Atheriniformes",15,"fishbase",NA,"carnivore","fishbase","Migratory","oceanodromous","10-100","migrates","migrating adults","migrates","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal","pelagic-neritic","fishbase",0,-3,NA,"fishbase",NA,NA,NA,"pelagic","fishbase",NA
"Clupea_harengus","Marine","Sally","Clupea","harengus","Clupeidae","Animalia","Chordata","Actinopterygii","Clupeiformes",45,"fishbase",NA,"carnivore","optional zooplanktivorous filter-feeder (fishbase)","Migratory","oceanodromous - Kanwit, J. K., & Libby, D. A. (2008). Seasonal movements of Atlantic herring (Clupea harengus): results from a four year tagging study conducted in the Gulf of Maine and Southern New England. Journal of Northwest Atlantic Fishery Science, 40.","100+","Kanwit, J. K., & Libby, D. A. (2008). Seasonal movements of Atlantic herring (Clupea harengus): results from a four year tagging study conducted in the Gulf of Maine and Southern New England. Journal of Northwest Atlantic Fishery Science, 40.","pelagic development","pelagic larvae - Deschepper, I., Lyons, K., Lyashevska, O., & Brophy, D. (2020). Biophysical models reveal the role of tides, wind, and larval behaviour in early transport and retention of Atlantic herring (Clupea harengus) in the Celtic Sea. Canadian Journal of Fisheries and Aquatic Sciences, 77(1), 90-107.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal_oceanic","""spawning and wintering grounds in coastal areas and feeding grounds in open water""","fishbase",0,-364,"0-200","fishbase",NA,NA,NA,"benthopelagic","fishbase",NA
"Engraulis_japonicus","Marine","Sally","Engraulis","japonicus","Engraulidae","Animalia","Chordata","Actinopterygii","Clupeiformes",18,"fishbase",NA,"omnivore","fishbase","Migratory","oceanodromous","10-100","migrates","migrating adults","migrates","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal?","pelagic-neritic; ""mainly in coastal waters but as far out as over 1,000 km from the shore""","fishbase",0,-400,NA,"fishbase",NA,NA,NA,"pelagic","fishbase",NA
"Fundulus_parvipinnis","Marine","Sally","Fundulus","parvipinnis","Fundulidae","Animalia","Chordata","Actinopterygii","Cyprinodontiformes",10.8,"fishbase",NA,"omnivore","Hayman et al (2020) Journal of Experimental Marine Biology and Ecology 524: 151319","Non-migratory","no info","1-10","guess - short larval development, genetics suggest limited dispersal","non-pelagic development and crawling adults","Bernardi, G., & Talley, D. (2000). Genetic evidence for limited dispersal in the coastal California killifish, Fundulus parvipinnis. Journal of Experimental Marine Biology and Ecology, 255(2), 187-199.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",NA,NA,NA,NA,NA,NA,NA,"benthopelagic","fishbase",NA
"Boreogadus_saida","Marine","Sally","Boreogadus","saida","Gadidae","Animalia","Chordata","Actinopterygii","Gadiformes",40,"fishbase",NA,"carnivore","fishbase","Y","oceanodromous","100+","PLD seems to be multiple months - LeBlanc, M., Geoffroy, M., Bouchard, C., Gauthier, S., Majewski, A., Reist, J. D., & Fortier, L. (2019). Pelagic production and the recruitment of juvenile polar cod Boreogadus saida in Canadian Arctic Seas. Polar Biology, 1-12.","pelagic development","LeBlanc, M., Geoffroy, M., Bouchard, C., Gauthier, S., Majewski, A., Reist, J. D., & Fortier, L. (2019). Pelagic production and the recruitment of juvenile polar cod Boreogadus saida in Canadian Arctic Seas. Polar Biology, 1-12.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","min","Sarah","coastal_oceanic","""Occurs in coastal habitats during summer and winter""","fishbase",0,-1383,"0-400","fishbase",NA,NA,NA,"demersal","fishbase",NA
"Dascyllus_aruanus","Marine","Sally","Dascyllus","aruanus","Pomacentridae","Animalia","Chordata","Actinopterygii","Perciformes",10,"fishbase",NA,"omnivore","fishbase","Non-migratory","fishbase","10-100","PLD 24-29 days - Nakamura, Y., Shibuno, T., & Yamaoka, K. (2012). Relationship between pelagic larval duration and abundance of tropical fishes on temperate coasts of Japan. Journal of Fish Biology, 80(2), 346-357.","pelagic development","Nakamura, Y., Shibuno, T., & Yamaoka, K. (2012). Relationship between pelagic larval duration and abundance of tropical fishes on temperate coasts of Japan. Journal of Fish Biology, 80(2), 346-357.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",0,-20,NA,"fishbase",NA,NA,NA,"reef-associated","fishbase",NA
"Diplodus_bellottii","Marine","Jenn","Diplodus","bellottii","Sparidae","Animalia","Chordata","Actinopterygii","Perciformes",30,"fishbase",NA,"carnivore","fishbase","Non-migratory","no report of large-scale migration","100+","PLD 14-58 days within genus,  open ocean (fishbase) species with planktonic larvae - Coelho, P. M. J. D. (2018). Environmental factors influencing the settlement of Diplodus spp. juveniles in temperate marine rocky shores (Master's thesis, Universidade de Évora).","pelagic development","guess pelagic larvae based on other species in genus - Coelho, P. M. J. D. (2018). Environmental factors influencing the settlement of Diplodus spp. juveniles in temperate marine rocky shores (Master's thesis, Universidade de Évora).","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"fishbase",0,-100,"30-50","fishbase",NA,NA,NA,"benthopelagic","fishbase",NA
"Halichoeres_dispilus","Marine","Sally","Halichoeres","dispilus","Labridae","Animalia","Chordata","Actinopterygii","Perciformes",25,"fishbase",NA,"carnivore","fishbase","Non-migratory","no info","100+","PLD 39.4 days - Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","pelagic development","Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",-2,-76,NA,"fishbase",NA,NA,NA,"reef-associated","fishbase",NA
"Lipophrys_trigloides","Marine","Jenn","Lipophrys","trigloides","Blenniidae","Animalia","Chordata","Actinopterygii","Perciformes",13,"fishbase",NA,"omnivore","fishbase","Non-migratory","very inactive, fishbase","10-100","PLD 70 days, lower depth limit 15m (IUCN) - Raventós, N., & Macpherson, E. (2001). Planktonic larval duration and settlement marks on the otoliths of Mediterranean littoral fishes. Marine Biology, 138(6), 1115-1120.","pelagic development","planktonic larval stage - Raventós, N., & Macpherson, E. (2001). Planktonic larval duration and settlement marks on the otoliths of Mediterranean littoral fishes. Marine Biology, 138(6), 1115-1120.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"fishbase",NA,NA,NA,NA,NA,NA,NA,"demersal","fishbase",NA
"Malacoctenus_zonifer","Marine","Sally","Malacoctenus","zonifer","Labrisomidae","Animalia","Chordata","Actinopterygii","Perciformes",8,"fishbase",NA,"carnivore","fishbase","Non-migratory","no info","1-10","no info - shallow water fish, Lin, H. C. (2009). Evolution of the suborder Blennioidei: Phylogeny and phylogeography of a shallow water fish clade (Doctoral dissertation, UC San Diego).","non-pelagic development and swimming adults","no info - guess","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"https://biogeodb.stri.si.edu/sftep/en/thefishes/species/1793",NA,NA,NA,NA,NA,NA,NA,"demersal","fishbase",NA
"Pachycara_brachycephalum","Marine","Sally","Pachycara","brachycephalum","Zoarcidae","Animalia","Chordata","Actinopterygii","Perciformes",35,"fishbase",NA,"carnivore","krill and amphipods are main prey - Brodte et al. (2006) Deep Sea Researc Part II: Topical Studies in Oceanograph 53(8-10): 1131-1140","Non-migratory","no report of large-scale migration","1-10","non-pelagic development","non-pelagic development and swimming adults","Brodte, E., Knust, R., Pörtner, H. O., & Arntz, W. E. (2006). Biology of the Antarctic eelpout Pachycara brachycephalum. Deep Sea Research Part II: Topical Studies in Oceanography, 53(8-10), 1131-1140.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","oceanic",NA,"fishbase",-200,-1810,NA,"fishbase",NA,NA,NA,"bathydemersal","fishbase",NA
"Parablennius_marmoreus","Marine","Jenn","Parablennius","marmoreus","Blenniidae","Animalia","Chordata","Actinopterygii","Perciformes",8.5,"fishbase",NA,"omnivore","fishbase","Non-migratory","no report of large-scale migration","1-10","PLD unknown, 25m depth limit (IUCN)","pelagic development","planktonic larval stage - Ditty, J. G., Shaw, R. F., & Fuiman, L. A. (2005). Larval development of five species of blenny (Teleostei: Blenniidae) from the western central North Atlantic, with a synopsis of blennioid family characters. Journal of fish biology, 66(5), 1261-1284.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"fishbase",0,-10,NA,"fishbase",NA,NA,NA,"coral associated","fishbase",NA
"Plagiotremus_azaleus","Marine","Sally","Plagiotremus","azaleus","Blenniidae","Animalia","Chordata","Actinopterygii","Perciformes",10,"fishbase",NA,"carnivore","fishbase","Non-migratory","no info","1-10","no info - based on larva and demsersal lifestyle","non-pelagic development and swimming adults","Gilligan, M. R. (1980). The island and mainland biogeography of resident rocky-shore fishes in the Gulf of California.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",-2,-23,NA,"fishbase",NA,NA,NA,"reef-associated","fishbase",NA
"Tautogolabrus_adspersus","Marine","Sally","Tautogolabrus","adspersus","Labridae","Animalia","Chordata","Actinopterygii","Perciformes",38,"fishbase",NA,"omnivore","Auster, P. J. (1989). Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (North Atlantic and Mid-Atlantic): tautog and cunner (Vol. 82, No. 11). The Service.","Non-migratory","Auster, P. J. (1989). Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (North Atlantic and Mid-Atlantic): tautog and cunner (Vol. 82, No. 11). The Service.","10-100","PLD 28.4 days - Victor, B. C. (1986). Duration of the planktonic larval stage of one hundred species of Pacific and Atlantic wrasses (family Labridae). Marine Biology, 90(3), 317-326.","pelagic development","Victor, B. C. (1986). Duration of the planktonic larval stage of one hundred species of Pacific and Atlantic wrasses (family Labridae). Marine Biology, 90(3), 317-326.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",-10,-128,NA,"fishbase",NA,NA,NA,"reef-associated","fishbase",NA
"Thalassoma_lucasanum","Marine","Sally","Thalassoma","lucasanum","Labridae","Animalia","Chordata","Actinopterygii","Perciformes",15,"fishbase",NA,"omnivore","fishbase","Non-migratory","no info","100+","PLD 70.2 days - Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","pelagic development","Victor, B. C., & Wellington, G. M. (2000). Endemism and the pelagic larval duration of reef fishes in the eastern Pacific Ocean. Marine Ecology Progress Series, 205, 241-248.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max, min","Sarah","coastal",NA,"fishbase",0,-64,"2.0-25","fishbase",NA,NA,NA,"reef-associated","fishbase",NA
"Trematomus_bernacchii","Marine","Sally","Trematomus","bernacchii","Nototheniidae","Animalia","Chordata","Actinopterygii","Perciformes",28,"fishbase",NA,"omnivore","fishbase","Non-migratory","no report of large-scale migration","100+","PLD from few months to one year in notothenioids, 400m depth limit - Davis, B. E., Miller, N. A., Flynn, E. E., & Todgham, A. E. (2016). Juvenile Antarctic rockcod (Trematomus bernacchii) are physiologically robust to CO2-acidified seawater. Journal of Experimental Biology, 219(8), 1203-1213.","pelagic development","pelagic larval stage - Murphy, K. R., Kalmanek, E. A., & Cheng, C. H. C. (2017). Diversity and biogeography of larval and juvenile notothenioid fishes in McMurdo Sound, Antarctica. Polar Biology, 40(1), 161-176.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal-oceanic?","demersal up to 700 m; but usually 0-200 depth","fishbase",0,-700,"0-200","fishbase",NA,NA,NA,"demersal","fishbase",NA
"Trematomus_hansoni","Marine","Sally","Trematomus","hansoni","Nototheniidae","Animalia","Chordata","Actinopterygii","Perciformes",41,"fishbase",NA,"carnivore","fishbase","Non-migratory","Volpedo, A. V., Tombari, A. D., & Echeverría, D. D. (2008). Eco-morphological patterns of the sagitta of Antarctic fish. Polar Biology, 31(5), 635-640.","100+","PLD from few months to one year in notothenioids, depth limit over 500m (fishbase)","pelagic development","pelagic larval stage - Van de Putte, A. P., Van Houdt, J. K. J., Maes, G. E., Janko, K., & Volckaert, F. A. M. (2008). The role of dispersal on the genetic structure of the trematomids Trematomus newnesi and T. bernacchii. lantaarnvis Electrona antarctica, 127.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal-oceanic?","demersal up to 550 m","fishbase",-6,-549,NA,"fishbase",NA,NA,NA,"demersal","fishbase",NA
"Zoarces_viviparus","Marine","Sally","Zoarces","viviparus","Zoarcidae","Animalia","Chordata","Actinopterygii","Perciformes",52,"fishbase",NA,"carnivore","fishbase","Non-migratory","Pörtner, H. O., Berdal, B., Blust, R., Brix, O., Colosimo, A., De Wachter, B., ... & Zakhartsev, M. (2001). Climate induced temperature effects on growth performance, fecundity and recruitment in marine fish: developing a hypothesis for cause and effect relationships in Atlantic cod (Gadus morhua) and common eelpout (Zoarces viviparus). Continental Shelf Research, 21(18-19), 1975-1997.","10-100","gene flow suggests commonly moves up to 90km - IUCN","non-pelagic development and swimming adults","livebearer - Voskoboinikova, O. S., & Laius, D. L. (2003). Osteological development of European eelpout Zoarces viviparus (Zoarcidae). Journal of Ichthyology, 43(8), 646-659.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"fishbase",0,-40,"2.0-20","fishbase",NA,NA,NA,"demersal","fishbase",NA
"Pegusa_lascaris","Marine","Jenn","Pegusa","lascaris","Soleidae","Animalia","Chordata","Actinopterygii","Pleuronectiformes",40,"fishbase",NA,"carnivore","fishbase","Non-migratory","no report of large-scale migration","10-100","PLD unknown duration, depth limit 350m","pelagic development","pelagic larval stage - Primo, A. L., Azeiteiro, U. M., Marques, S. C., Martinho, F., Baptista, J., & Pardal, M. A. (2013). Colonization and nursery habitat use patterns of larval and juvenile flatfish species in a small temperate estuary. Journal of Sea Research, 76, 126-134.","No","unheard of for fish",NA,"No","unheard of for fish",NA,"non-highland specialist","marine","max","Sarah","coastal",NA,"fishbase",-5,-350,"20-50","fishbase",NA,NA,NA,"demersal","fishbase",NA
