Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,10.00,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,31.50,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,5.00,NA,NA,static,death,NA,NA,NA,NA,adults,24.70,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,10.00,NA,NA,static,death,NA,NA,NA,NA,adults,27.30,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,15.00,NA,NA,static,death,NA,NA,NA,NA,adults,29.30,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,20.00,NA,NA,static,death,NA,NA,NA,NA,adults,29.30,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Thornhill Ontario US,43.83,-79.48,Freshwater,experimental,25.00,NA,NA,static,death,NA,NA,NA,NA,adults,30.30,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,10.00,NA,NA,static,death,NA,NA,NA,NA,adults,27.50,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,15.00,NA,NA,static,death,NA,NA,NA,NA,adults,29.00,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,20.00,NA,NA,static,death,NA,NA,NA,NA,adults,30.50,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,25.00,NA,NA,static,death,NA,NA,NA,NA,adults,31.50,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,30.00,NA,NA,static,death,NA,NA,NA,NA,adults,31.50,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Semotilus atromaculatus,Toronto Ontario Canada,43.64,-79.49,Freshwater,experimental,7.20,NA,NA,dynamic,NA,NA,NA,NA,NA,NA,32.30,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
Cyprinidae,Siphateles bicolor,Black Hill region Maryland US,39.19,-77.30,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,juveniles,33.20,0.63,10,yes,Freshwater,Beitinger et al. 2000,12
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,18.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,33.50,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,24.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,34.90,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.69,-117.62,Freshwater,experimental,30.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,36.20,NA,10,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,18.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,33.50,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,24.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,34.90,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Siphateles bicolor,Lake Lark Seep China,35.67,-117.64,Freshwater,experimental,30.00,7,NA,dynamic,LOE,0.1400,NA,NA,NA,NA,36.20,NA,5,yes,Freshwater,McClanahan et al. 1986,130
Cyprinidae,Spinibarbus sinensis,Three Gorges Reservoir China,30.83,111.01,Freshwater,experimental,5.00,NA,NA,dynamic,LOE,0.0200,NA,NA,NA,juveniles,33.73,NA,NA,yes,Freshwater,Song 2009,183
Cyprinidae,Spinibarbus sinensis,Three Gorges Reservoir China,30.83,111.01,Freshwater,experimental,35.00,NA,NA,dynamic,LOE,0.0200,NA,NA,NA,juveniles,40.81,NA,NA,yes,Freshwater,Song 2009,183
Cyprinidae,Spinibarbus sinensis,Three Gorges Reservoir China,30.83,111.01,Freshwater,experimental,5.00,NA,NA,dynamic,death,0.0200,NA,NA,NA,juveniles,35.16,NA,NA,yes,Freshwater,Song 2009,183
Cyprinidae,Spinibarbus sinensis,Three Gorges Reservoir China,30.83,111.01,Freshwater,experimental,35.00,NA,NA,dynamic,death,0.0200,NA,NA,NA,juveniles,41.01,NA,NA,yes,Freshwater,Song 2009,183
Cyprinidae,Squalius cephalus,Goslawskie Lake Poland,52.29,18.24,Freshwater,collection,25.70,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,37.90,0.37,17,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Squalius cephalus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,27.30,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,38.10,0.33,9,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Squalius cephalus,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,30.80,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,38.80,0.16,9,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Tanichthys albonubes,NA,19.87,114.74,Freshwater,experimental,15.00,40,NA,static,death,NA,1440.00,26.00,NA,NA,31.00,NA,NA,yes,Freshwater,Cheverie & Lynn 1963,40
Cyprinidae,Tinca tinca,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,26.10,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,37.80,0.93,30,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Tinca tinca,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,29.00,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,38.10,0.22,29,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Tinca tinca,Lichenskie Lake Poland,52.34,18.35,Freshwater,collection,29.10,NA,NA,dynamic,death,0.1100,NA,NA,NA,juveniles,39.00,0.15,13,yes,Freshwater,Horoszewicz 1973,95
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,20.00,30,1,dynamic,LOE,0.3000,NA,NA,13.62,juveniles,36.43,0.25,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,23.00,30,1,dynamic,LOE,0.3000,NA,NA,13.62,juveniles,37.68,0.75,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,26.00,30,1,dynamic,LOE,0.3000,NA,NA,13.62,juveniles,39.50,0.62,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,29.00,30,1,dynamic,LOE,0.3000,NA,NA,13.62,juveniles,40.64,1.74,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,32.00,30,1,dynamic,LOE,0.3000,NA,NA,13.62,juveniles,41.74,1.12,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,20.00,30,1,dynamic,death,0.3000,NA,NA,13.62,juveniles,37.37,0.99,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,23.00,30,1,dynamic,death,0.3000,NA,NA,13.62,juveniles,38.79,0.99,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,26.00,30,1,dynamic,death,0.3000,NA,NA,13.62,juveniles,40.83,1.37,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,29.00,30,1,dynamic,death,0.3000,NA,NA,13.62,juveniles,42.13,0.74,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinidae,Tor putitora,Directorate of Coldwater Fisheries Research (DCFR) Bhimtal Uttarakhand India,29.36,79.55,Freshwater,experimental,32.00,30,1,dynamic,death,0.3000,NA,NA,13.62,juveniles,42.85,1.24,25,yes,Freshwater,Akhtar et al. 2013,3
Cyprinodontidae,Cyprinodon artifrons,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.3000,NA,22.50,0.27,NA,43.61,0.33,7,yes,Freshwater,Heath et al. 1993,89
Cyprinodontidae,Cyprinodon artifrons,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Freshwater,experimental,30.00,NA,NA,dynamic,death,0.3000,NA,22.50,0.27,NA,43.65,0.25,8,yes,Freshwater,Heath et al. 1993,89
Cyprinodontidae,Cyprinodon bovinus,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,41.00,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,experimental,25.00,15,NA,dynamic,death,0.5000,NA,NA,NA,NA,40.60,0.17,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,experimental,25.00,15,NA,dynamic,death,0.5000,NA,NA,NA,NA,41.30,0.11,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,23.65,NA,NA,dynamic,death,0.5000,NA,NA,NA,NA,41.20,0.43,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,7.31,NA,NA,dynamic,death,0.5000,NA,NA,NA,NA,36.80,0.05,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,23.65,NA,NA,dynamic,death,0.5000,NA,NA,NA,NA,41.50,0.02,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon bovinus,Diamond-Y Spring near Leon Creek Texas US,30.89,-102.88,Freshwater,collection,7.31,NA,NA,dynamic,death,0.5000,NA,NA,NA,NA,38.10,0.18,6,yes,Freshwater,Kennedy 1977,102
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,0.1700,NA,NA,NA,NA,41.75,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,0.8333,NA,NA,NA,NA,41.11,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,41.18,NA,NA,yes,Marine,Mora & Maya 2006,136
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.20,Marine,experimental,24.00,67,NA,dynamic,LOE,0.2167,NA,30.00,0.95,NA,40.39,0.26,9,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.20,Marine,experimental,24.00,67,NA,dynamic,death,0.2167,NA,30.00,0.95,NA,41.92,0.18,8,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.20,Marine,experimental,31.00,10,NA,dynamic,LOE,0.2167,NA,30.00,0.95,NA,42.86,0.26,11,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10.43,-64.20,Marine,experimental,31.00,10,NA,dynamic,death,0.2167,NA,30.00,0.95,NA,43.14,0.30,10,yes,Marine,Chung 1981,41
Cyprinodontidae,Cyprinodon elegans,NA,31.32,-103.46,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,40.10,0.25,8,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon elegans,NA,31.32,-103.46,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,40.50,0.34,8,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,40.00,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.3000,NA,30-70,NA,NA,42.00,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,41.40,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,flaring operculum,0.3000,NA,30-70,NA,NA,42.40,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,25.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,41.80,0.35,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,NA,NA,NA,Freshwater,experimental,30.00,14,NA,dynamic,death,0.3000,NA,30-70,NA,NA,42.70,0.53,12,yes,Freshwater,Carveth et al. 2006,35
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,41.30,0.15,13,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,32.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,41.80,0.10,12,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,34.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,41.40,0.06,12,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,16.46,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,36.70,0.06,30,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,17.20,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,43.30,0.11,9,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,21.66,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,44.20,0.09,15,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,collection,25.68,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,44.60,0.05,30,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,36.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,42.70,0.09,14,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon macularius,Quitobaquito Pima County Arizona US,31.94,-113.02,Freshwater,experimental,38.00,NA,NA,dynamic,LOE,0.5000,NA,NA,NA,NA,42.30,0.09,15,yes,Freshwater,Lowe & Heath 1969,117
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,27.00,NA,NA,dynamic,death,0.2000,NA,NA,NA,NA,41.90,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,27.00,NA,NA,dynamic,death,0.2000,NA,NA,NA,NA,41.60,NA,NA,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,15.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,40.10,2.36,17,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,15.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,40.20,2.24,18,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,41.70,0.69,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,41.70,0.94,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,35.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,43.30,0.59,20,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,NA,NA,NA,Freshwater,experimental,35.00,NA,NA,dynamic,death,0.0330,NA,NA,NA,NA,42.30,0.42,18,yes,Freshwater,Beitinger et al. 2000,12
Cyprinodontidae,Cyprinodon nevadensis,Amargosa River Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,14.78,29,NA,dynamic,death,0.0800,NA,NA,NA,NA,39.10,0.81,15,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,15.29,29,NA,dynamic,death,0.0800,NA,NA,NA,NA,39.16,0.79,17,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,18.08,NA,NA,dynamic,death,0.0800,NA,NA,NA,NA,39.71,2.00,20,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Amargosa River Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,24.83,29,NA,dynamic,death,0.0800,NA,NA,NA,NA,40.77,0.88,10,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,36.93,-117.31,Freshwater,experimental,25.37,29,NA,dynamic,death,0.0800,NA,NA,NA,NA,41.67,0.39,15,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,30.07,NA,NA,dynamic,death,0.0800,NA,NA,NA,NA,42.24,0.31,20,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,36.58,NA,NA,dynamic,death,0.0800,NA,NA,NA,NA,42.58,0.32,22,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,34.07,-117.28,Freshwater,collection,42.01,NA,NA,dynamic,death,0.0800,NA,NA,NA,NA,43.58,0.52,20,yes,Freshwater,Brown & Feldmeth 1971,28
Cyprinodontidae,Cyprinodon rubrofluviatilis,Salt Fork Garza County Texas US,33.03,-101.12,Freshwater,experimental,25.00,14,NA,dynamic,LOE,0.5000,NA,28.50,NA,NA,38.80,0.80,NA,yes,Freshwater,Ostrand & Wilde 2001,147
Cyprinodontidae,Cyprinodon rubrofluviatilis,Salt Fork Garza County Texas US,33.03,-101.12,Freshwater,experimental,30.00,14,NA,dynamic,LOE,0.5000,NA,28.50,NA,NA,40.30,0.50,NA,yes,Freshwater,Ostrand & Wilde 2001,147
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,5.00,NA,1,dynamic,LOE,0.3000,NA,22.50,NA,NA,36.10,1.70,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,15.00,NA,1,dynamic,LOE,0.3000,NA,25.70,NA,NA,40.80,0.31,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,25.00,NA,1,dynamic,LOE,0.3000,NA,28.10,NA,NA,41.70,0.18,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,35.00,NA,1,dynamic,LOE,0.3000,NA,27.50,NA,NA,43.60,0.04,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,5.00,NA,1,static,death,NA,10080.00,NA,NA,NA,28.75,NA,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,15.00,NA,1,static,death,NA,10080.00,NA,NA,NA,34.50,NA,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,25.00,NA,1,static,death,NA,10080.00,NA,NA,NA,37.82,NA,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon salinus,Cottonball Marsh California,36.51,-116.98,Freshwater,experimental,35.00,NA,1,static,death,NA,10080.00,NA,NA,NA,38.39,NA,NA,no,Freshwater,Otto & Gerkling 1973,148
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,5.00,30,1,dynamic,LOE,0.1000,NA,29.00,1.24,NA,34.60,1.95,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,21.00,30,1,dynamic,LOE,0.1000,NA,29.00,1.24,NA,40.10,0.90,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,38.00,30,1,dynamic,LOE,0.1000,NA,29.00,1.24,NA,44.20,0.29,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,5.00,30,1,static,death,NA,720.00,28.00,1.12,NA,31.13,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,10.00,30,1,static,death,NA,720.00,28.00,1.12,NA,32.80,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,15.00,30,1,static,death,NA,720.00,28.00,1.12,NA,33.75,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,20.00,30,1,static,death,NA,720.00,28.00,1.12,NA,37.74,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,25.00,30,1,static,death,NA,720.00,28.00,1.12,NA,37.59,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,30.00,30,1,static,death,NA,720.00,28.00,1.12,NA,40.73,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,35.00,30,1,static,death,NA,720.00,28.00,1.12,NA,40.46,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Cyprinodon variegatus variegatus,Brazos Santiago Pass Texas US,26.07,-97.16,Marine,experimental,40.00,30,1,static,death,NA,720.00,28.00,1.12,NA,41.65,NA,10,yes,Freshwater,Bennett & Beitinger 1997,13
Cyprinodontidae,Floridichthys carpio,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Brackish,experimental,30.00,NA,NA,dynamic,LOE,0.3000,NA,39.00,1.36,NA,42.18,0.17,8,yes,Marine,Heath et al. 1993,89
Cyprinodontidae,Floridichthys carpio,Mangrove ponds off the coast of Belize near Carrie Bow Cay Belize,17.22,-88.30,Brackish,experimental,30.00,NA,NA,dynamic,death,0.3000,NA,39.00,1.36,NA,42.43,0.10,8,yes,Marine,Heath et al. 1993,89
Dasyatidae,Dasyatis sabina,St. Joseph's Bay Florida US,24.63,-82.92,Marine,experimental,10.80,14,0.5,dynamic,death,0.3000,NA,262.00,780.00,NA,35.70,0.19,11,no,Freshwater,Fangue & Bennett 2003,71
