intratherm_id,genus_species,phylum,class,order,family,extractor,ref,original_compilation,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,lifestage,notes,record_number,record,realm_general,acclim_time_original,acclim_time_units,genus,species
568,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,20,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,31.5,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
569,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,25,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,35.7,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
570,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,30,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,37.7,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
571,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,15,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,32.82,tmax,0.12,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
572,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,20,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,34.86,tmax,0.14,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
573,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,25,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,36.23,tmax,0.15,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
574,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,30,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,40.12,tmax,0.14,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
575,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,15,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,34.92,tmax,0.12,SD,NA,critical,OS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
576,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,20,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,36.5,tmax,0.12,SD,NA,critical,OS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
577,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,25,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,38.18,tmax,0.16,SD,NA,critical,OS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
578,Ctenopharyngodon idella,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Ctenopharyngodon idella_26.47_NA,30,26.47,99.15,,Ctenopharyngodon,idella,Dahuofang reservoir Yingpan China,NA,40.88,tmax,0.15,SD,NA,critical,OS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Ctenopharyngodon,idella
580,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,King et al. 1985,Comte,Cyprinella lutrensis_33.06_NA,25,33.06,-101.04,,Cyprinella,lutrensis,Brazos River Texas US,28,37.99,tmax,0.4,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cyprinella,lutrensis
581,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,King et al. 1985,Comte,Cyprinella lutrensis_33.06_NA,25,33.06,-101.04,,Cyprinella,lutrensis,Brazos River Texas US,28,36.47,tmax,0.8,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cyprinella,lutrensis
582,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,King et al. 1985,Comte,Cyprinella lutrensis_33.06_NA,25,33.06,-101.04,,Cyprinella,lutrensis,Brazos River Texas US,28,37.15,tmax,0.88,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cyprinella,lutrensis
583,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,King et al. 1985,Comte,Cyprinella lutrensis_33.06_NA,25,33.06,-101.04,,Cyprinella,lutrensis,Brazos River Texas US,28,37.8,tmax,0.2,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cyprinella,lutrensis
584,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,King et al. 1985,Comte,Cyprinella lutrensis_33.06_NA,25,33.06,-101.04,,Cyprinella,lutrensis,Brazos River Texas US,28,37.81,tmax,0.17,SD,NA,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,28,days,Cyprinella,lutrensis
585,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Rutledge & Beitinger 1989,Comte,Cyprinella lutrensis_33.17_NA,30,33.17,-97.32,,Cyprinella,lutrensis,Denton Creek Denton County Texas US,14,39.65,tmax,0.23,SD,10,critical,LOE,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
587,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Matthews & Maness 1979,Comte,Cyprinella lutrensis_34.86_NA,25,34.86,-96.73,,Cyprinella,lutrensis,South Canadian River,14,38.99,tmax,0.16,SD,10,critical,OS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
588,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Cyprinella lutrensis_35.66_NA,10,35.66,-97.47,,Cyprinella,lutrensis,Central Oklahoma US,14,30.7,tmax,1.01,SD,20,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
589,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Lutterschmidt & Hutchinson 1997,Comte,Cyprinella lutrensis_35.66_NA,10,35.66,-97.47,,Cyprinella,lutrensis,Central Oklahoma US,14,34.04,tmax,0.89,SD,20,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
590,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Deacon et al. 1987,Comte,Cyprinella lutrensis_37.2_NA,10,37.2,-113.26,,Cyprinella,lutrensis,Virgin River Utha US,14,30.1,tmax,1.05,SD,6,critical,LOE,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
591,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Deacon et al. 1987,Comte,Cyprinella lutrensis_37.2_NA,15,37.2,-113.26,,Cyprinella,lutrensis,Virgin River Utha US,14,33.07,tmax,0.59,SD,6,critical,LOE,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
592,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Deacon et al. 1987,Comte,Cyprinella lutrensis_37.2_NA,25,37.2,-113.26,,Cyprinella,lutrensis,Virgin River Utha US,14,38.8,tmax,0.71,SD,6,critical,LOE,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
593,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Manness & Hutchison 1980,Comte,Cyprinella lutrensis_37.91_NA,15,37.91,-122.06,,Cyprinella,lutrensis,Walnut Creek McClain County Oklahoma US,7,31.96,tmax,0.94,SD,82,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,7,days,Cyprinella,lutrensis
594,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,25,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,39.5,tmax,0.53,SD,12,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
595,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,30,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,40.9,tmax,0.35,SD,12,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
596,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,25,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,39.3,tmax,0.18,SD,12,critical,flaring operculum,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
597,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,30,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,40.6,tmax,0.35,SD,12,critical,flaring operculum,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
598,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,25,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,37.6,tmax,1.06,SD,12,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
599,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Carveth et al. 2006,Comte,Cyprinella lutrensis_32.874_NA,30,32.874,-110.809,inferred,Cyprinella,lutrensis,"centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,40.4,tmax,1.06,SD,12,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,14,days,Cyprinella,lutrensis
600,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Cyprinella lutrensis_33.21295_NA,22,33.21295,-97.118531,inferred,Cyprinella,lutrensis,"Denton County, Texas, United States",NA,36.2,tmax,0.49,SD,12,critical,LOE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinella,lutrensis
601,Cyprinella lutrensis,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Cyprinella lutrensis_38.984_NA,26,38.984,-92.146,inferred,Cyprinella,lutrensis,"centroid of Cuivre River, Perche Creek, Lamine River, , Missouri, United States",NA,38.1,tmax,0.42,SD,11,critical,LOE,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinella,lutrensis
603,Cyprinella spiloptera,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Beitinger et al. 2000,Comte,Cyprinella spiloptera_39.490383_NA,11,39.490383,-84.325019,inferred,Cyprinella,spiloptera,"Dicks Creek, Middletown and Excello, Ohio, United States",NA,31.8,tmax,1.8,SD,26,critical,LOE,1,NA,NA,NA,Fall/Winter,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinella,spiloptera
604,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,25,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,15,40.6,tmax,0.17,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,15,days,Cyprinodon,bovinus
605,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,25,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,15,41.3,tmax,0.11,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,15,days,Cyprinodon,bovinus
606,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,23.65,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,NA,41.2,tmax,0.43,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,bovinus
607,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,7.31,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,NA,36.8,tmax,0.05,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,bovinus
608,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,23.65,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,NA,41.5,tmax,0.02,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,bovinus
609,Cyprinodon bovinus,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Kennedy 1977,Comte,Cyprinodon bovinus_30.89_NA,7.31,30.89,-102.88,inferred,Cyprinodon,bovinus,Diamond-Y Spring near Leon Creek Texas US,NA,38.1,tmax,0.18,SD,6,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,bovinus
612,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Chung 1981,Comte,Cyprinodon dearborni_10.43_NA,31,10.43,-64.2,,Cyprinodon,dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10,43.14,tmax,0.3,SD,10,lethal,death,0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,10,days,Cyprinodon,dearborni
613,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Chung 1981,Comte,Cyprinodon dearborni_10.43_NA,24,10.43,-64.2,,Cyprinodon,dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,67,40.39,tmax,0.26,SD,9,critical,LOE,0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,67,days,Cyprinodon,dearborni
614,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Chung 1981,Comte,Cyprinodon dearborni_10.43_NA,31,10.43,-64.2,,Cyprinodon,dearborni,Laguna Los Patos Cumani City Sucre State Venezuela,10,42.86,tmax,0.26,SD,11,critical,LOE,0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,10,days,Cyprinodon,dearborni
615,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Mora & Maya 2006,Comte,Cyprinodon dearborni_10.643_NA,25,10.643,-64.064,inferred,Cyprinodon,dearborni,"centroid of Golfo de Cariaco, La Laguna de Los Patos and Río Los Bordones y Río Manzanares, Estado Sucre, Venezuela & La Laguna Restinga, Isla de Margarita, Estado Nueva Esparta, Venezuela",NA,41.75,tmax,NA,SD,NA,critical,LOE,0.17,NA,NA,NA,NA,NA,NA,"actually from Chung, K.S., 1985. Adaptabilidad deOreochromis mossambicus(Peters)1852 a los cambios de temperatura. Acta Cientı__fica Venezolana 36,180–190.",NA,NA,Marine,NA,days,Cyprinodon,dearborni
616,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Mora & Maya 2006,Comte,Cyprinodon dearborni_10.643_NA,25,10.643,-64.064,inferred,Cyprinodon,dearborni,"centroid of Golfo de Cariaco, La Laguna de Los Patos and Río Los Bordones y Río Manzanares, Estado Sucre, Venezuela & La Laguna Restinga, Isla de Margarita, Estado Nueva Esparta, Venezuela",NA,41.11,tmax,NA,SD,NA,critical,LOE,0.8333,NA,NA,NA,NA,NA,NA,"actually from Chung, K.S., 1985. Adaptabilidad deOreochromis mossambicus(Peters)1852 a los cambios de temperatura. Acta Cientı__fica Venezolana 36,180–190.",NA,NA,Marine,NA,days,Cyprinodon,dearborni
617,Cyprinodon dearborni,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Mora & Maya 2006,Comte,Cyprinodon dearborni_10.643_NA,25,10.643,-64.064,inferred,Cyprinodon,dearborni,"centroid of Golfo de Cariaco, La Laguna de Los Patos and Río Los Bordones y Río Manzanares, Estado Sucre, Venezuela & La Laguna Restinga, Isla de Margarita, Estado Nueva Esparta, Venezuela",NA,41.18,tmax,NA,SD,NA,critical,LOE,1,NA,NA,NA,NA,NA,NA,"actually from Chung, K.S., 1985. Adaptabilidad deOreochromis mossambicus(Peters)1852 a los cambios de temperatura. Acta Cientı__fica Venezolana 36,180–190.",NA,NA,Marine,NA,days,Cyprinodon,dearborni
641,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_34.07_NA,30.07,34.07,-117.28,,Cyprinodon,nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,NA,42.24,tmax,0.31,SD,20,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
642,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_34.07_NA,36.58,34.07,-117.28,,Cyprinodon,nevadensis,Jed's Motel Tecopa Hot Springs San Bernardino California US,NA,42.58,tmax,0.32,SD,22,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
643,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_34.07_NA,18.08,34.07,-117.28,,Cyprinodon,nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,NA,39.71,tmax,2,SD,20,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
644,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_34.07_NA,42.01,34.07,-117.28,,Cyprinodon,nevadensis,Tecopa Bore Tecopa Hot Springs San Bernardino California US,NA,43.58,tmax,0.52,SD,20,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
645,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_36.93_NA,14.78,36.93,-117.31,,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",29,39.1,tmax,0.81,SD,15,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,29,days,Cyprinodon,nevadensis
646,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_36.93_NA,24.83,36.93,-117.31,,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",29,40.77,tmax,0.88,SD,10,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,29,days,Cyprinodon,nevadensis
647,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_36.93_NA,15.29,36.93,-117.31,,Cyprinodon,nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,29,39.16,tmax,0.79,SD,17,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,29,days,Cyprinodon,nevadensis
648,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Brown & Feldmeth 1971,Comte,Cyprinodon nevadensis_36.93_NA,25.37,36.93,-117.31,,Cyprinodon,nevadensis,Saragota Spring  Dealth Valley San Bernardino California US,29,41.67,tmax,0.39,SD,15,lethal,death,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,29,days,Cyprinodon,nevadensis
651,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,15,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,40.1,tmax,2.36,SD,17,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
652,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,15,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,40.2,tmax,2.24,SD,18,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
653,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,25,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,41.7,tmax,0.69,SD,20,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
654,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,25,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,41.7,tmax,0.94,SD,20,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
655,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,35,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,43.3,tmax,0.59,SD,20,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
656,Cyprinodon nevadensis,Chordata,Teleostei,Cyprinodontiformes,Cyprinodontidae,NA,Beitinger et al. 2000,Comte,Cyprinodon nevadensis_36.93_NA,35,36.93,-117.31,inferred,Cyprinodon,nevadensis,"Amargosa River, Inyo County, California",NA,42.3,tmax,0.42,SD,18,lethal,death,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinodon,nevadensis
663,Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Cyprinus carpio_26.47_NA,10,26.47,99.15,,Cyprinus,carpio,Dahuofang reservoir Yingpan China,NA,28.3,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinus,carpio
664,Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Cyprinus carpio_26.47_NA,15,26.47,99.15,,Cyprinus,carpio,Dahuofang reservoir Yingpan China,NA,29.2,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinus,carpio
665,Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Cyprinus carpio_26.47_NA,20,26.47,99.15,,Cyprinus,carpio,Dahuofang reservoir Yingpan China,NA,33.5,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinus,carpio
666,Cyprinus carpio,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,Sheng & Xu 2008,Comte,Cyprinus carpio_26.47_NA,25,26.47,99.15,,Cyprinus,carpio,Dahuofang reservoir Yingpan China,NA,35.2,tmax,NA,SD,NA,lethal,death,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,Cyprinus,carpio
